Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,Trans by Customers,Department,SubDpto,Category
10/5/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.58,47.07%,119,81,56,PRODUCE,FRUTAS,MANDARINAS
10/6/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.58,47.07%,42,34,25,PRODUCE,FRUTAS,MANDARINAS
10/7/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.58,47.07%,35,21,12,PRODUCE,FRUTAS,MANDARINAS
10/8/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.58,47.07%,50,26,21,PRODUCE,FRUTAS,MANDARINAS
10/2/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,52,50,40,PRODUCE,FRUTAS,CIRUELAS
10/3/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,36,35,26,PRODUCE,FRUTAS,CIRUELAS
10/4/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,49,45,31,PRODUCE,FRUTAS,CIRUELAS
10/5/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,37,42,26,PRODUCE,FRUTAS,CIRUELAS
10/6/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,28,28,14,PRODUCE,FRUTAS,CIRUELAS
10/7/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,23,26,21,PRODUCE,FRUTAS,CIRUELAS
10/8/2024,5065,,CIRUELAS lb,$2.29,$1.73,24.36%,15,19,14,PRODUCE,FRUTAS,CIRUELAS
10/7/2024,20580000000,,FRUTAS MIXTAS lb,$1.79,$0.80,55.31%,6,2,1,PRODUCE,FRUTAS,
10/8/2024,20580000000,,FRUTAS MIXTAS lb,$1.79,$0.80,55.31%,2,2,1,PRODUCE,FRUTAS,
10/2/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1285,610,383,PRODUCE,FRUTAS,GUINEOS
10/3/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1201,545,344,PRODUCE,FRUTAS,GUINEOS
10/4/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1470,661,381,PRODUCE,FRUTAS,GUINEOS
10/5/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1396,620,350,PRODUCE,FRUTAS,GUINEOS
10/6/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1228,549,303,PRODUCE,FRUTAS,GUINEOS
10/7/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1347,621,384,PRODUCE,FRUTAS,GUINEOS
10/8/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1549,695,422,PRODUCE,FRUTAS,GUINEOS
10/2/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,107,51,45,PRODUCE,FRUTAS,GUINEOS
10/3/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,192,67,49,PRODUCE,FRUTAS,GUINEOS
10/4/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,136,59,39,PRODUCE,FRUTAS,GUINEOS
10/5/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,221,92,57,PRODUCE,FRUTAS,GUINEOS
10/6/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,170,79,57,PRODUCE,FRUTAS,GUINEOS
10/7/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,185,72,46,PRODUCE,FRUTAS,GUINEOS
10/8/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,252,89,60,PRODUCE,FRUTAS,GUINEOS
10/8/2024,20538000000,,HONEYDEW CON FRESAS ud,$3.99,$2.00,49.87%,1,1,,PRODUCE,FRUTAS,HONEYDEW
10/2/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,3,3,3,PRODUCE,FRUTAS,HONEYDEW
10/3/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,15,14,12,PRODUCE,FRUTAS,HONEYDEW
10/4/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,14,13,8,PRODUCE,FRUTAS,HONEYDEW
10/5/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,15,15,9,PRODUCE,FRUTAS,HONEYDEW
10/6/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,13,13,11,PRODUCE,FRUTAS,HONEYDEW
10/7/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,11,10,8,PRODUCE,FRUTAS,HONEYDEW
10/8/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,6,6,6,PRODUCE,FRUTAS,HONEYDEW
10/2/2024,5106,,KIWI ORGANICO ud,$0.89,$0.39,55.94%,4,1,,PRODUCE,FRUTAS,KIWI
10/2/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,33,7,6,PRODUCE,FRUTAS,KIWI
10/3/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,42,10,7,PRODUCE,FRUTAS,KIWI
10/4/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,49,11,5,PRODUCE,FRUTAS,KIWI
10/5/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,89,26,16,PRODUCE,FRUTAS,KIWI
10/6/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,75,21,13,PRODUCE,FRUTAS,KIWI
10/7/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,103,25,15,PRODUCE,FRUTAS,KIWI
10/8/2024,5105,,KIWI ud,$0.79,$0.45,43.20%,96,29,22,PRODUCE,FRUTAS,KIWI
10/2/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,276,204,140,PRODUCE,FRUTAS,LIMONES
10/3/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,300,237,166,PRODUCE,FRUTAS,LIMONES
10/4/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,332,230,145,PRODUCE,FRUTAS,LIMONES
10/5/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,441,319,194,PRODUCE,FRUTAS,LIMONES
10/6/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,351,232,149,PRODUCE,FRUTAS,LIMONES
10/7/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,305,243,168,PRODUCE,FRUTAS,LIMONES
10/8/2024,5112,,LIMA VERDE lb,$1.49,$0.98,34.21%,330,271,170,PRODUCE,FRUTAS,LIMONES
10/2/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,75,65,47,PRODUCE,FRUTAS,LIMONES
10/3/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,78,84,62,PRODUCE,FRUTAS,LIMONES
10/4/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,79,76,46,PRODUCE,FRUTAS,LIMONES
10/5/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,63,66,32,PRODUCE,FRUTAS,LIMONES
10/6/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,45,50,24,PRODUCE,FRUTAS,LIMONES
10/7/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,79,74,45,PRODUCE,FRUTAS,LIMONES
10/8/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.17,30.88%,60,54,39,PRODUCE,FRUTAS,LIMONES
10/4/2024,71631055123,,LIMONES ORGANICOS 3 ud,$7.49,$4.71,37.14%,1,1,,PRODUCE,FRUTAS,LIMONES
10/2/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,25,24,18,PRODUCE,FRUTAS,LIMONES
10/3/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,13,13,10,PRODUCE,FRUTAS,LIMONES
10/4/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,1,1,1,PRODUCE,FRUTAS,LIMONES
10/5/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,7,7,6,PRODUCE,FRUTAS,LIMONES
10/6/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,19,18,9,PRODUCE,FRUTAS,LIMONES
10/7/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,15,15,6,PRODUCE,FRUTAS,LIMONES
10/8/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,19,19,15,PRODUCE,FRUTAS,LIMONES
10/2/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,88,38,33,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/3/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,108,37,27,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/4/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,133,62,36,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/5/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,75,26,17,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/6/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,109,48,36,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/7/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,145,53,35,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/8/2024,5120,,MANGO lb,$1.89,$0.89,52.82%,71,30,23,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/2/2024,20538200000,,MANGO SLICES lb,$1.09,$0.73,33.49%,16,15,11,PRODUCE,FRUTAS,MANGO
10/3/2024,20538200000,,MANGO SLICES lb,$1.09,$0.73,33.49%,3,3,2,PRODUCE,FRUTAS,MANGO
10/4/2024,20538200000,,MANGO SLICES lb,$1.09,$0.73,33.49%,3,2,2,PRODUCE,FRUTAS,MANGO
10/6/2024,20538200000,,MANGO SLICES lb,$1.09,$0.73,33.49%,4,2,2,PRODUCE,FRUTAS,MANGO
10/7/2024,20538200000,,MANGO SLICES lb,$1.09,$0.73,33.49%,10,6,2,PRODUCE,FRUTAS,MANGO
10/8/2024,20538200000,,MANGO SLICES lb,$1.09,$0.73,33.49%,5,3,2,PRODUCE,FRUTAS,MANGO
10/3/2024,5123,,MANZANA FIJI lb,$2.19,$0.96,56.36%,2,2,1,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5123,,MANZANA FIJI lb,$2.19,$0.96,56.36%,1,1,,PRODUCE,FRUTAS,MANZANAS
10/6/2024,5123,,MANZANA FIJI lb,$2.19,$0.96,56.36%,4,2,2,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5123,,MANZANA FIJI lb,$2.19,$0.96,56.36%,1,1,,PRODUCE,FRUTAS,MANZANAS
10/2/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,14,14,10,PRODUCE,FRUTAS,MANZANAS
10/3/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,15,13,8,PRODUCE,FRUTAS,MANZANAS
10/4/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,12,11,7,PRODUCE,FRUTAS,MANZANAS
10/5/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,19,18,15,PRODUCE,FRUTAS,MANZANAS
10/6/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,15,14,10,PRODUCE,FRUTAS,MANZANAS
10/7/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,12,12,8,PRODUCE,FRUTAS,MANZANAS
10/8/2024,88828940068,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,18,17,13,PRODUCE,FRUTAS,MANZANAS
10/5/2024,88828940069,,MANZANA GALA 3 lb,$4.99,$3.68,26.32%,1,1,,PRODUCE,FRUTAS,MANZANAS
10/2/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,24,18,10,PRODUCE,FRUTAS,MANZANAS
10/3/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,37,30,21,PRODUCE,FRUTAS,MANZANAS
10/4/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,33,26,11,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,26,16,4,PRODUCE,FRUTAS,MANZANAS
10/6/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,30,21,17,PRODUCE,FRUTAS,MANZANAS
10/7/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,35,24,14,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.80%,51,31,18,PRODUCE,FRUTAS,MANZANAS
10/2/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,17,10,7,PRODUCE,FRUTAS,MANZANAS
10/3/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,20,16,9,PRODUCE,FRUTAS,MANZANAS
10/4/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,21,15,8,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,17,14,9,PRODUCE,FRUTAS,MANZANAS
10/6/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,15,15,11,PRODUCE,FRUTAS,MANZANAS
10/7/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,26,19,16,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.26,33.44%,25,15,12,PRODUCE,FRUTAS,MANZANAS
10/2/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,4,4,4,PRODUCE,FRUTAS,MANZANAS
10/3/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,11,11,9,PRODUCE,FRUTAS,MANZANAS
10/4/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,10,10,4,PRODUCE,FRUTAS,MANZANAS
10/5/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,12,12,7,PRODUCE,FRUTAS,MANZANAS
10/6/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,7,7,4,PRODUCE,FRUTAS,MANZANAS
10/7/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,8,7,3,PRODUCE,FRUTAS,MANZANAS
10/8/2024,88828940090,,MANZANA GOLDEN US 3 lb,$5.89,$3.35,43.15%,5,5,3,PRODUCE,FRUTAS,MANZANAS
10/2/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,23,20,14,PRODUCE,FRUTAS,MANZANAS
10/3/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,29,21,16,PRODUCE,FRUTAS,MANZANAS
10/4/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,47,36,19,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,42,30,23,PRODUCE,FRUTAS,MANZANAS
10/6/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,28,22,11,PRODUCE,FRUTAS,MANZANAS
10/7/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,41,29,20,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.28,35.47%,32,25,14,PRODUCE,FRUTAS,MANZANAS
10/2/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,14,14,6,PRODUCE,FRUTAS,MANZANAS
10/3/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,4,4,3,PRODUCE,FRUTAS,MANZANAS
10/4/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,11,11,8,PRODUCE,FRUTAS,MANZANAS
10/5/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,17,17,11,PRODUCE,FRUTAS,MANZANAS
10/6/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,9,9,6,PRODUCE,FRUTAS,MANZANAS
10/7/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,15,15,11,PRODUCE,FRUTAS,MANZANAS
10/8/2024,88828940107,,MANZANA GRANNY SMITH US 3 lb,$5.69,$3.84,32.59%,8,7,5,PRODUCE,FRUTAS,MANZANAS
10/7/2024,3338308044,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,5,5,3,PRODUCE,FRUTAS,MANZANAS
10/8/2024,3338308044,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,8,8,6,PRODUCE,FRUTAS,MANZANAS
10/2/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,26,26,14,PRODUCE,FRUTAS,MANZANAS
10/3/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,22,21,13,PRODUCE,FRUTAS,MANZANAS
10/4/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,19,18,7,PRODUCE,FRUTAS,MANZANAS
10/5/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,25,25,15,PRODUCE,FRUTAS,MANZANAS
10/6/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,22,21,10,PRODUCE,FRUTAS,MANZANAS
10/7/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,18,17,10,PRODUCE,FRUTAS,MANZANAS
10/8/2024,88828940186,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,9,9,7,PRODUCE,FRUTAS,MANZANAS
10/2/2024,88828940187,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,3,3,1,PRODUCE,FRUTAS,MANZANAS
10/5/2024,7804633180411,,MANZANA ROJA 3 lb,$4.69,$2.99,36.32%,1,1,1,PRODUCE,FRUTAS,MANZANAS
10/2/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,75,50,33,PRODUCE,FRUTAS,MANZANAS
10/3/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,81,48,32,PRODUCE,FRUTAS,MANZANAS
10/4/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,55,36,25,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,86,55,30,PRODUCE,FRUTAS,MANZANAS
10/6/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,46,32,20,PRODUCE,FRUTAS,MANZANAS
10/7/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,73,46,30,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5129,,MANZANA ROJA lb,$1.59,$0.98,38.16%,69,45,28,PRODUCE,FRUTAS,MANZANAS
10/4/2024,5130,,MANZANA ROME lb,$1.49,$0.79,47.25%,4,2,1,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5130,,MANZANA ROME lb,$1.49,$0.79,47.25%,1,1,,PRODUCE,FRUTAS,MANZANAS
10/7/2024,5130,,MANZANA ROME lb,$1.49,$0.79,47.25%,3,2,,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5130,,MANZANA ROME lb,$1.49,$0.79,47.25%,1,1,,PRODUCE,FRUTAS,MANZANAS
10/4/2024,5128,,MANZANA SUGARBEE lb,$1.99,$0.81,59.07%,3,2,1,PRODUCE,FRUTAS,MANZANAS
10/5/2024,5128,,MANZANA SUGARBEE lb,$1.99,$0.81,59.07%,3,2,1,PRODUCE,FRUTAS,MANZANAS
10/8/2024,5128,,MANZANA SUGARBEE lb,$1.99,$0.81,59.07%,2,3,2,PRODUCE,FRUTAS,MANZANAS
10/2/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,28,20,17,PRODUCE,FRUTAS,MELOCOTON
10/3/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,18,22,11,PRODUCE,FRUTAS,MELOCOTON
10/4/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,26,26,16,PRODUCE,FRUTAS,MELOCOTON
10/5/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,22,18,9,PRODUCE,FRUTAS,MELOCOTON
10/6/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,9,8,6,PRODUCE,FRUTAS,MELOCOTON
10/7/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,25,21,14,PRODUCE,FRUTAS,MELOCOTON
10/8/2024,5134,,MELOCOTON lb,$3.29,$1.94,41.03%,19,19,13,PRODUCE,FRUTAS,MELOCOTON
10/2/2024,20513800000,,MELON EN MITADES PR lb,$0.99,$0.80,19.70%,12,4,3,PRODUCE,FRUTAS,MELON
10/3/2024,20513800000,,MELON EN MITADES PR lb,$0.99,$0.80,19.70%,43,11,10,PRODUCE,FRUTAS,MELON
10/4/2024,20513800000,,MELON EN MITADES PR lb,$0.99,$0.80,19.70%,17,6,5,PRODUCE,FRUTAS,MELON
10/6/2024,20513800000,,MELON EN MITADES PR lb,$0.99,$0.80,19.70%,26,3,3,PRODUCE,FRUTAS,MELON
10/7/2024,20513800000,,MELON EN MITADES PR lb,$0.99,$0.80,19.70%,67,23,15,PRODUCE,FRUTAS,MELON
