Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,Trans by Customers,Department,SubDpto,Category
10/15/2024,70893800876,ECONO,ECONO FILETE DE ABADEJO 16 oz,$4.99,$2.14,57.02%,36,30,24,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/9/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,9,7,6,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/10/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,11,11,7,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/11/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,6,6,4,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/12/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,7,7,4,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/13/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,6,6,2,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,12,11,7,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/15/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,4,4,3,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/9/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,16,10,5,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/10/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,21,14,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/11/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,11,10,5,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/12/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,20,14,9,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/13/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,12,8,6,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,10,10,7,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/15/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,16,12,6,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,23,17,14,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/15/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,26,20,15,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/9/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,21,13,9,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/10/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,11,10,9,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/11/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,3,3,2,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/12/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,12,10,6,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/13/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,5,5,3,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/14/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,8,8,4,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/15/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$6.19,$4.29,30.69%,9,9,8,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/9/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,25,22,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/10/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,20,17,9,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/11/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,24,21,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/12/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,51,43,28,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/13/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,26,21,14,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/14/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,34,30,21,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/15/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.66,25.91%,29,22,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/9/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,9,9,7,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/10/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,8,8,5,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/11/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,8,7,5,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/12/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,11,10,6,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/13/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,5,4,1,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/14/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,14,13,6,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/15/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$6.79,$4.49,33.87%,5,5,4,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/14/2024,3760023221,HORMEL,HORMEL BLACK LABEL JAMON OVALADO US LATA 3 lb,$14.99,$10.52,29.82%,2,2,2,MEAT,SALADOS POR UPC,JAMON ENLATADO
10/9/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,44,29,23,MEAT,SALADOS POR UPC,HAM STEAK
10/10/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,34,25,16,MEAT,SALADOS POR UPC,HAM STEAK
10/11/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,17,14,8,MEAT,SALADOS POR UPC,HAM STEAK
10/12/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,10,7,5,MEAT,SALADOS POR UPC,HAM STEAK
10/13/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,7,6,2,MEAT,SALADOS POR UPC,HAM STEAK
10/14/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,20,14,10,MEAT,SALADOS POR UPC,HAM STEAK
10/15/2024,83104100589,NUMEAT,NUMEAT HAM STEAK 8 oz,$2.50,$1.75,30.00%,14,11,10,MEAT,SALADOS POR UPC,HAM STEAK
10/9/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,50,37,23,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/10/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,41,29,23,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/11/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,18,14,11,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/12/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,35,26,19,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/13/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,13,9,3,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/14/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,9,6,3,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/15/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,26,18,15,MEAT,SALADOS POR UPC,JAMON DE COCINAR
10/9/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,12,9,3,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/10/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,25,17,14,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/11/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,11,8,6,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/12/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,18,13,8,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/13/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,6,6,1,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,17,17,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/15/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,30,22,17,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/9/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,2,2,1,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/10/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,29,24,14,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/11/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,12,10,9,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/12/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,8,6,3,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/13/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,8,6,2,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,9,8,6,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/15/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,12,8,5,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/12/2024,66507200863,PANAMEI,PANAMEI FILETE DE ABADEJO 4 lb,$24.99,$14.00,43.98%,2,2,1,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/13/2024,66507200863,PANAMEI,PANAMEI FILETE DE ABADEJO 4 lb,$24.99,$14.00,43.98%,1,1,1,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,66507200863,PANAMEI,PANAMEI FILETE DE ABADEJO 4 lb,$24.99,$14.00,43.98%,1,1,1,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/15/2024,66507200863,PANAMEI,PANAMEI FILETE DE ABADEJO 4 lb,$24.99,$14.00,43.98%,1,1,1,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/9/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,15,11,8,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/10/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,36,20,13,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/11/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,21,17,12,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/12/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,30,16,9,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/13/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,16,12,4,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/14/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,22,14,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/15/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,17,13,10,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
10/9/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,2,2,,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/10/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,4,4,3,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/11/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,11,9,5,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/12/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,15,9,6,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/13/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,5,4,3,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/14/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,16,13,8,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/15/2024,66507264443,PANAMEI,PANAMEI FILETE DE ABADEJO SALADO 10 oz,$2.99,$1.46,51.30%,20,13,11,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/9/2024,77915000005,SEA STAR SEAFOODS,SEA STAR SEAFOODS CHOICE BONED SALT CODFISH 1 lb,$12.99,$8.48,34.71%,1,1,1,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/14/2024,77915000005,SEA STAR SEAFOODS,SEA STAR SEAFOODS CHOICE BONED SALT CODFISH 1 lb,$12.99,$8.48,34.71%,2,2,,MEAT,SALADOS POR UPC,PRODUCTO DE SHOPPER MEAT
10/9/2024,2265570183,BUTTERBALL,BUTTERBALL MOLIDA DE PAVO 1 lb,$4.59,$2.75,40.09%,2,1,1,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/10/2024,2265570183,BUTTERBALL,BUTTERBALL MOLIDA DE PAVO 1 lb,$4.59,$2.75,40.09%,2,2,2,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/11/2024,2265570183,BUTTERBALL,BUTTERBALL MOLIDA DE PAVO 1 lb,$4.59,$2.75,40.09%,2,2,1,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/12/2024,2265570183,BUTTERBALL,BUTTERBALL MOLIDA DE PAVO 1 lb,$4.59,$2.75,40.09%,11,6,4,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/13/2024,2265570183,BUTTERBALL,BUTTERBALL MOLIDA DE PAVO 1 lb,$4.59,$2.75,40.09%,3,2,1,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/14/2024,2265570183,BUTTERBALL,BUTTERBALL MOLIDA DE PAVO 1 lb,$4.59,$2.75,40.09%,4,2,2,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/9/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,5,4,3,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/10/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,2,2,,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/11/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,1,1,,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/12/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,2,2,,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/13/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,3,3,1,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/14/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,11,8,6,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/15/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,12,6,5,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
10/9/2024,2370000005,TYSON,TYSON CODORNIZ CONG 24 oz,$7.99,$5.21,34.81%,7,3,2,MEAT,OTRAS AVES UPC,CODORNIZ
10/10/2024,2370000005,TYSON,TYSON CODORNIZ CONG 24 oz,$7.99,$5.21,34.81%,3,3,3,MEAT,OTRAS AVES UPC,CODORNIZ
10/11/2024,2370000005,TYSON,TYSON CODORNIZ CONG 24 oz,$7.99,$5.21,34.81%,9,5,3,MEAT,OTRAS AVES UPC,CODORNIZ
10/12/2024,2370000005,TYSON,TYSON CODORNIZ CONG 24 oz,$7.99,$5.21,34.81%,2,2,2,MEAT,OTRAS AVES UPC,CODORNIZ
10/14/2024,2370000005,TYSON,TYSON CODORNIZ CONG 24 oz,$7.99,$5.21,34.81%,8,5,4,MEAT,OTRAS AVES UPC,CODORNIZ
10/14/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,5,5,3,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/15/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,6,4,1,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/10/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,4,3,2,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/12/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,3,3,2,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/13/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,2,2,1,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/14/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,5,5,2,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/15/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,8,6,2,MEAT,CERDO POR UPC,CHULETA DE CENTRO
10/9/2024,70893802527,ECONO,ECONO TROZOS DE CHULETA CH 3 lb,$5.99,$2.80,53.26%,2,1,,MEAT,CERDO POR UPC,PRODUCTO DE SHOPPER MEAT
10/11/2024,70893802527,ECONO,ECONO TROZOS DE CHULETA CH 3 lb,$5.99,$2.80,53.26%,2,1,,MEAT,CERDO POR UPC,PRODUCTO DE SHOPPER MEAT
10/12/2024,70893802527,ECONO,ECONO TROZOS DE CHULETA CH 3 lb,$5.99,$2.80,53.26%,3,2,2,MEAT,CERDO POR UPC,PRODUCTO DE SHOPPER MEAT
10/14/2024,70893802527,ECONO,ECONO TROZOS DE CHULETA CH 3 lb,$5.99,$2.80,53.26%,1,1,,MEAT,CERDO POR UPC,PRODUCTO DE SHOPPER MEAT
10/15/2024,70893802527,ECONO,ECONO TROZOS DE CHULETA CH 3 lb,$5.99,$2.80,53.26%,1,1,,MEAT,CERDO POR UPC,PRODUCTO DE SHOPPER MEAT
10/10/2024,3760017791,HORMEL,HORMEL CHULETAS AHUMADAS 15 oz,$8.99,$6.29,30.01%,2,2,1,MEAT,CERDO POR UPC,CHULETAS AHUMADAS
10/15/2024,3760017791,HORMEL,HORMEL CHULETAS AHUMADAS 15 oz,$8.99,$6.29,30.01%,1,1,1,MEAT,CERDO POR UPC,CHULETAS AHUMADAS
10/9/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,1,1,1,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
10/10/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,3,2,1,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
10/11/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,3,3,3,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
10/12/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,2,2,,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
10/13/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,1,1,1,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
10/14/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,2,2,1,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
10/15/2024,60641280728,PINE RIDGE,PINE RIDGE COSTILLAS SOFT BONE CONG 8 lb,$12.99,$8.72,32.87%,2,2,2,MEAT,CERDO POR UPC,COSTILLAS DE CERDO
