Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,Trans by Customers,Department,SubDpto,Category
10/22/2024,5084,POMEGRANATE,POMEGRANATE GRANADA FRESCA lb,$4.99,$2.52,49.50%,5,6,1,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/20/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1007,492,291,PRODUCE,FRUTAS,GUINEOS
10/17/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1166,558,361,PRODUCE,FRUTAS,GUINEOS
10/18/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1209,577,363,PRODUCE,FRUTAS,GUINEOS
10/21/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1251,660,420,PRODUCE,FRUTAS,GUINEOS
10/22/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1373,675,431,PRODUCE,FRUTAS,GUINEOS
10/16/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1405,653,436,PRODUCE,FRUTAS,GUINEOS
10/19/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1454,658,376,PRODUCE,FRUTAS,GUINEOS
10/16/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,155,66,43,PRODUCE,FRUTAS,GUINEOS
10/17/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,155,60,42,PRODUCE,FRUTAS,GUINEOS
10/18/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,195,78,57,PRODUCE,FRUTAS,GUINEOS
10/20/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,196,80,58,PRODUCE,FRUTAS,GUINEOS
10/17/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,197,76,46,PRODUCE,FRUTAS,GUINEOS
10/21/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,209,82,56,PRODUCE,FRUTAS,GUINEOS
10/16/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,222,88,53,PRODUCE,FRUTAS,GUINEOS
10/22/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,17,5,3,PRODUCE,FRUTAS,KIWI
10/19/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,74,20,12,PRODUCE,FRUTAS,KIWI
10/16/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,80,20,14,PRODUCE,FRUTAS,KIWI
10/17/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,99,19,14,PRODUCE,FRUTAS,KIWI
10/22/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,107,27,18,PRODUCE,FRUTAS,KIWI
10/20/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,123,36,17,PRODUCE,FRUTAS,KIWI
10/18/2024,5105,,KIWI ud,$0.79,$0.42,47.03%,127,27,15,PRODUCE,FRUTAS,KIWI
10/19/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,70,71,44,PRODUCE,FRUTAS,LIMONES
10/21/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,76,63,34,PRODUCE,FRUTAS,LIMONES
10/17/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,95,89,48,PRODUCE,FRUTAS,LIMONES
10/20/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,101,81,51,PRODUCE,FRUTAS,LIMONES
10/19/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,105,100,59,PRODUCE,FRUTAS,LIMONES
10/21/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,107,88,57,PRODUCE,FRUTAS,LIMONES
10/16/2024,5110,,LIMONES AMARILLOS lb,$1.89,$1.14,39.67%,136,99,63,PRODUCE,FRUTAS,LIMONES
10/18/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,4,3,1,PRODUCE,FRUTAS,LIMONES
10/22/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,6,3,2,PRODUCE,FRUTAS,LIMONES
10/22/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,7,7,4,PRODUCE,FRUTAS,LIMONES
10/20/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,22,8,4,PRODUCE,FRUTAS,LIMONES
10/21/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,38,35,23,PRODUCE,FRUTAS,LIMONES
10/18/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,56,52,37,PRODUCE,FRUTAS,LIMONES
10/19/2024,5112,,LIMA VERDE lb,$1.49,$1.11,25.34%,90,88,47,PRODUCE,FRUTAS,LIMONES
10/17/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,71,55,37,PRODUCE,FRUTAS,MANDARINAS
10/16/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,74,56,31,PRODUCE,FRUTAS,MANDARINAS
10/20/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,92,67,51,PRODUCE,FRUTAS,MANDARINAS
10/21/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,92,63,37,PRODUCE,FRUTAS,MANDARINAS
10/17/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,96,74,34,PRODUCE,FRUTAS,MANDARINAS
10/22/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,110,75,48,PRODUCE,FRUTAS,MANDARINAS
10/19/2024,5119,,CHINAS MANDARINAS lb,$2.69,$1.58,41.16%,114,69,50,PRODUCE,FRUTAS,MANDARINAS
10/18/2024,5120,,MANGO lb,$1.89,$0.97,48.85%,80,31,16,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/16/2024,5120,,MANGO lb,$1.89,$0.97,48.85%,92,30,19,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/19/2024,5120,,MANGO lb,$1.89,$0.97,48.85%,93,35,22,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/20/2024,5120,,MANGO lb,$1.89,$0.97,48.85%,94,36,26,PRODUCE,FRUTAS,FRUTAS FRESCAS
10/21/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,11,10,5,PRODUCE,FRUTAS,MANZANAS
10/22/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,25,17,11,PRODUCE,FRUTAS,MANZANAS
10/16/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,31,20,10,PRODUCE,FRUTAS,MANZANAS
10/20/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,35,26,20,PRODUCE,FRUTAS,MANZANAS
10/17/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,39,29,14,PRODUCE,FRUTAS,MANZANAS
10/22/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,43,27,14,PRODUCE,FRUTAS,MANZANAS
10/19/2024,5124,,MANZANA GALA lb,$2.09,$1.30,37.67%,51,30,20,PRODUCE,FRUTAS,MANZANAS
10/21/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,5,6,4,PRODUCE,FRUTAS,MANZANAS
10/18/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,12,10,6,PRODUCE,FRUTAS,MANZANAS
10/17/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,13,12,8,PRODUCE,FRUTAS,MANZANAS
10/18/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,15,16,9,PRODUCE,FRUTAS,MANZANAS
10/16/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,25,17,10,PRODUCE,FRUTAS,MANZANAS
10/19/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,26,14,9,PRODUCE,FRUTAS,MANZANAS
10/21/2024,5125,,MANZANA GOLDEN lb,$1.89,$1.25,33.66%,28,23,12,PRODUCE,FRUTAS,MANZANAS
10/20/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,26,18,14,PRODUCE,FRUTAS,MANZANAS
10/22/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,27,27,22,PRODUCE,FRUTAS,MANZANAS
10/17/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,29,21,14,PRODUCE,FRUTAS,MANZANAS
10/19/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,29,22,16,PRODUCE,FRUTAS,MANZANAS
10/20/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,35,31,22,PRODUCE,FRUTAS,MANZANAS
10/22/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,39,31,22,PRODUCE,FRUTAS,MANZANAS
10/16/2024,5126,,MANZANA GRANNY SMITH lb,$1.99,$1.25,37.03%,44,37,26,PRODUCE,FRUTAS,MANZANAS
10/18/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,29,22,14,PRODUCE,FRUTAS,MANZANAS
10/16/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,55,38,29,PRODUCE,FRUTAS,MANZANAS
10/20/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,55,39,25,PRODUCE,FRUTAS,MANZANAS
10/17/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,63,42,24,PRODUCE,FRUTAS,MANZANAS
10/22/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,64,39,25,PRODUCE,FRUTAS,MANZANAS
10/18/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,68,44,29,PRODUCE,FRUTAS,MANZANAS
10/16/2024,5129,,MANZANA ROJA lb,$1.59,$1.00,36.91%,75,55,34,PRODUCE,FRUTAS,MANZANAS
10/22/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,11,8,3,PRODUCE,FRUTAS,MELOCOTON
10/20/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,12,9,6,PRODUCE,FRUTAS,MELOCOTON
10/17/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,20,19,15,PRODUCE,FRUTAS,MELOCOTON
10/20/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,21,16,12,PRODUCE,FRUTAS,MELOCOTON
10/19/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,28,25,17,PRODUCE,FRUTAS,MELOCOTON
10/21/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,31,22,18,PRODUCE,FRUTAS,MELOCOTON
10/22/2024,5134,,MELOCOTON lb,$3.29,$1.98,39.82%,33,25,20,PRODUCE,FRUTAS,MELOCOTON
10/18/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,10,9,7,PRODUCE,FRUTAS,CANTALOUPE
10/16/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,13,11,7,PRODUCE,FRUTAS,CANTALOUPE
10/17/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,13,12,7,PRODUCE,FRUTAS,CANTALOUPE
10/20/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,14,14,10,PRODUCE,FRUTAS,CANTALOUPE
10/21/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,15,13,8,PRODUCE,FRUTAS,CANTALOUPE
10/19/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,17,16,10,PRODUCE,FRUTAS,CANTALOUPE
10/18/2024,5137,,CANTALOUPE MELON ud,$3.99,$2.92,26.90%,42,29,21,PRODUCE,FRUTAS,CANTALOUPE
10/22/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,139,10,7,PRODUCE,FRUTAS,MELON
10/16/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,153,13,7,PRODUCE,FRUTAS,MELON
10/16/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,191,15,8,PRODUCE,FRUTAS,MELON
10/22/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,203,21,17,PRODUCE,FRUTAS,MELON
10/21/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,204,18,8,PRODUCE,FRUTAS,MELON
10/17/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,204,20,10,PRODUCE,FRUTAS,MELON
10/18/2024,5139,,MELON ENTERO lb,$1.29,$0.86,33.12%,215,21,11,PRODUCE,FRUTAS,MELON
10/19/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,2,2,2,PRODUCE,FRUTAS,HONEYDEW
10/20/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,2,2,2,PRODUCE,FRUTAS,HONEYDEW
10/20/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,2,2,1,PRODUCE,FRUTAS,HONEYDEW
10/21/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,3,2,1,PRODUCE,FRUTAS,HONEYDEW
10/22/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,5,5,3,PRODUCE,FRUTAS,HONEYDEW
10/19/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,7,5,3,PRODUCE,FRUTAS,HONEYDEW
10/17/2024,5140,,HONEYDEW ud,$6.99,$4.06,41.88%,7,6,3,PRODUCE,FRUTAS,HONEYDEW
10/16/2024,5154,,NECTARINES lb,$3.29,$1.94,41.03%,5,4,3,PRODUCE,FRUTAS,NECTARINES
10/18/2024,5154,,NECTARINES lb,$3.29,$1.94,41.03%,7,6,2,PRODUCE,FRUTAS,NECTARINES
10/19/2024,5154,,NECTARINES lb,$3.29,$1.94,41.03%,8,7,3,PRODUCE,FRUTAS,NECTARINES
10/18/2024,5154,,NECTARINES lb,$3.29,$1.94,41.03%,8,6,5,PRODUCE,FRUTAS,NECTARINES
10/21/2024,5154,,NECTARINES lb,$3.29,$1.94,41.03%,11,8,8,PRODUCE,FRUTAS,NECTARINES
10/22/2024,5154,,NECTARINES lb,$3.29,$1.94,41.03%,13,13,6,PRODUCE,FRUTAS,NECTARINES
10/16/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,63,25,13,PRODUCE,FRUTAS,PAPAYA
10/17/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,75,27,17,PRODUCE,FRUTAS,PAPAYA
10/22/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,80,28,20,PRODUCE,FRUTAS,PAPAYA
10/20/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,88,30,19,PRODUCE,FRUTAS,PAPAYA
10/18/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,99,38,25,PRODUCE,FRUTAS,PAPAYA
10/21/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,133,42,28,PRODUCE,FRUTAS,PAPAYA
10/19/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,138,47,34,PRODUCE,FRUTAS,PAPAYA
10/17/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,17,14,8,PRODUCE,FRUTAS,PERAS
10/16/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,19,16,9,PRODUCE,FRUTAS,PERAS
10/22/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,20,12,11,PRODUCE,FRUTAS,PERAS
10/17/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,27,19,12,PRODUCE,FRUTAS,PERAS
10/20/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,30,19,11,PRODUCE,FRUTAS,PERAS
10/19/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,34,19,15,PRODUCE,FRUTAS,PERAS
10/18/2024,5178,,PERA BOSCO lb,$2.69,$1.70,36.93%,41,20,13,PRODUCE,FRUTAS,PERAS
10/16/2024,5180,,PERA ROJA lb,$2.99,$2.25,24.75%,1,1,1,PRODUCE,FRUTAS,PERAS
10/21/2024,5180,,PERA ROJA lb,$2.99,$2.25,24.75%,2,1,1,PRODUCE,FRUTAS,PERAS
10/20/2024,5180,,PERA ROJA lb,$2.99,$2.25,24.75%,2,2,2,PRODUCE,FRUTAS,PERAS
10/19/2024,5180,,PERA ROJA lb,$2.99,$2.25,24.75%,5,5,3,PRODUCE,FRUTAS,PERAS
10/21/2024,5180,,PERA ROJA lb,$2.99,$2.25,24.75%,9,5,3,PRODUCE,FRUTAS,PERAS
10/22/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,21,14,5,PRODUCE,FRUTAS,PERAS
10/18/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,29,17,11,PRODUCE,FRUTAS,PERAS
10/20/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,30,19,11,PRODUCE,FRUTAS,PERAS
10/17/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,43,30,21,PRODUCE,FRUTAS,PERAS
10/16/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,45,31,21,PRODUCE,FRUTAS,PERAS
10/22/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,49,26,11,PRODUCE,FRUTAS,PERAS
10/18/2024,5182,,PERA VERDE lb,$1.59,$0.92,42.03%,52,33,19,PRODUCE,FRUTAS,PERAS
10/19/2024,5194,,PINA SIN CORONA lb,$1.29,$0.54,58.26%,0,1,1,PRODUCE,FRUTAS,PINA
10/21/2024,5194,,PINA SIN CORONA lb,$1.29,$0.54,58.26%,3,1,1,PRODUCE,FRUTAS,PINA
10/19/2024,5194,,PINA SIN CORONA lb,$1.29,$0.54,58.26%,5,2,,PRODUCE,FRUTAS,PINA
10/22/2024,5194,,PINA SIN CORONA lb,$1.29,$0.54,58.26%,20,5,2,PRODUCE,FRUTAS,PINA
10/21/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,27,10,8,PRODUCE,FRUTAS,TORONJAS
10/20/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,34,13,9,PRODUCE,FRUTAS,TORONJAS
10/17/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,36,15,8,PRODUCE,FRUTAS,TORONJAS
10/18/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,72,29,17,PRODUCE,FRUTAS,TORONJAS
10/20/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,75,26,20,PRODUCE,FRUTAS,TORONJAS
10/19/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,82,26,14,PRODUCE,FRUTAS,TORONJAS
10/16/2024,5231,,TORONJA ROSADA lb,$2.69,$1.41,47.74%,87,23,10,PRODUCE,FRUTAS,TORONJAS
10/22/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,26,9,5,PRODUCE,FRUTAS,PINA
10/21/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,36,13,11,PRODUCE,FRUTAS,PINA
10/17/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,54,15,8,PRODUCE,FRUTAS,PINA
10/16/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,55,15,6,PRODUCE,FRUTAS,PINA
10/21/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,56,17,6,PRODUCE,FRUTAS,PINA
10/22/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,64,16,9,PRODUCE,FRUTAS,PINA
10/18/2024,5366,,PINA CON CORONA lb,$1.49,$0.66,56.04%,69,16,10,PRODUCE,FRUTAS,PINA
10/19/2024,5375,,DRAGON FRUIT lb,$8.99,$5.85,34.93%,2,3,,PRODUCE,FRUTAS,DRAGON FRUIT
10/20/2024,5375,,DRAGON FRUIT lb,$8.99,$5.85,34.93%,3,3,2,PRODUCE,FRUTAS,DRAGON FRUIT
10/21/2024,5375,,DRAGON FRUIT lb,$8.99,$5.85,34.93%,5,3,1,PRODUCE,FRUTAS,DRAGON FRUIT
10/18/2024,5375,,DRAGON FRUIT lb,$8.99,$5.85,34.93%,5,6,4,PRODUCE,FRUTAS,DRAGON FRUIT
10/17/2024,5375,,DRAGON FRUIT lb,$8.99,$5.85,34.93%,9,5,2,PRODUCE,FRUTAS,DRAGON FRUIT
10/22/2024,5375,,DRAGON FRUIT lb,$8.99,$5.85,34.93%,9,5,3,PRODUCE,FRUTAS,DRAGON FRUIT
10/19/2024,348500245,POLLO,POLLO MUSLOS CON CADERAS CONG 10 lb,$9.99,$5.80,41.94%,3,2,1,MEAT,POLLO POR UPC,MUSLO CADERA CONG
10/20/2024,348500245,POLLO,POLLO MUSLOS CON CADERAS CONG 10 lb,$9.99,$5.80,41.94%,17,9,6,MEAT,POLLO POR UPC,MUSLO CADERA CONG
10/17/2024,348500245,POLLO,POLLO MUSLOS CON CADERAS CONG 10 lb,$9.99,$5.80,41.94%,87,46,24,MEAT,POLLO POR UPC,MUSLO CADERA CONG
10/18/2024,1015310101,LA AGUADILLANA,LA AGUADILLANA BISTEC DE RES EMPANADO 12 oz,$4.19,$2.59,38.25%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
10/16/2024,1015310101,LA AGUADILLANA,LA AGUADILLANA BISTEC DE RES EMPANADO 12 oz,$4.19,$2.59,38.25%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
10/18/2024,1015310101,LA AGUADILLANA,LA AGUADILLANA BISTEC DE RES EMPANADO 12 oz,$4.19,$2.59,38.25%,2,1,,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
10/21/2024,1015310101,LA AGUADILLANA,LA AGUADILLANA BISTEC DE RES EMPANADO 12 oz,$4.19,$2.59,38.25%,4,2,2,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
10/19/2024,1015310101,LA AGUADILLANA,LA AGUADILLANA BISTEC DE RES EMPANADO 12 oz,$4.19,$2.59,38.25%,7,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
10/22/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
10/17/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,4,3,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
10/22/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,4,4,4,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
10/19/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,6,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
10/20/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,6,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
10/16/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,7,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
10/17/2024,1015310102,LA AGUADILLANA,LA AGUADILLANA BISTEC DE POLLO EMPANADO 12 oz,$4.49,$2.59,42.37%,7,5,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
