Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,Trans by Customers,Department,SubDpto,Category
11/6/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,1,1,1,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/6/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,6,6,5,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/7/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,5,5,3,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/8/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,8,8,4,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/9/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,9,9,8,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/10/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,5,5,3,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/11/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,4,4,3,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/12/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.77,30.17%,14,14,8,MEAT,CERDO POR UPC,CHULETA DE CENTRO
11/6/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,3,3,2,MEAT,MARISCOS POR UPC,CHILLO CONG
11/7/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,5,4,2,MEAT,MARISCOS POR UPC,CHILLO CONG
11/8/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,9,9,6,MEAT,MARISCOS POR UPC,CHILLO CONG
11/9/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,4,4,3,MEAT,MARISCOS POR UPC,CHILLO CONG
11/10/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,8,7,3,MEAT,MARISCOS POR UPC,CHILLO CONG
11/11/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,11,7,3,MEAT,MARISCOS POR UPC,CHILLO CONG
11/12/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,6,6,2,MEAT,MARISCOS POR UPC,CHILLO CONG
11/6/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.19,38.06%,4,3,2,MEAT,MARISCOS POR UPC,MERLUZA CONG
11/7/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.19,38.06%,1,1,1,MEAT,MARISCOS POR UPC,MERLUZA CONG
11/10/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.19,38.06%,1,1,1,MEAT,MARISCOS POR UPC,MERLUZA CONG
11/11/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.19,38.06%,1,1,,MEAT,MARISCOS POR UPC,MERLUZA CONG
11/12/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.19,38.06%,1,1,1,MEAT,MARISCOS POR UPC,MERLUZA CONG
11/6/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$6.19,48.39%,3,2,2,MEAT,MARISCOS POR UPC,SALMON
11/7/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$6.19,48.39%,3,2,1,MEAT,MARISCOS POR UPC,SALMON
11/8/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$6.19,48.39%,3,2,1,MEAT,MARISCOS POR UPC,SALMON
11/9/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$6.19,48.39%,2,2,2,MEAT,MARISCOS POR UPC,SALMON
11/10/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$6.19,48.39%,3,2,,MEAT,MARISCOS POR UPC,SALMON
11/12/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$6.19,48.39%,4,4,3,MEAT,MARISCOS POR UPC,SALMON
11/6/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,4,3,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
11/7/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,4,3,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
11/8/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,5,4,3,MEAT,MARISCOS POR UPC,FILETE BASA CONG
11/9/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,7,6,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
11/11/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,6,3,3,MEAT,MARISCOS POR UPC,FILETE BASA CONG
11/12/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,2,2,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
11/6/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,3,3,1,MEAT,MARISCOS POR UPC,CRAB MEAT
11/7/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,3,3,1,MEAT,MARISCOS POR UPC,CRAB MEAT
11/8/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,4,2,1,MEAT,MARISCOS POR UPC,CRAB MEAT
11/9/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,5,2,2,MEAT,MARISCOS POR UPC,CRAB MEAT
11/10/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,3,2,2,MEAT,MARISCOS POR UPC,CRAB MEAT
11/12/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,1,1,1,MEAT,MARISCOS POR UPC,CRAB MEAT
11/6/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,1,1,1,MEAT,MARISCOS POR UPC,MARISCADA
11/7/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,1,1,,MEAT,MARISCOS POR UPC,MARISCADA
11/8/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,2,2,,MEAT,MARISCOS POR UPC,MARISCADA
11/11/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,2,1,1,MEAT,MARISCOS POR UPC,MARISCADA
11/6/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,3,3,2,MEAT,MARISCOS POR UPC,ATUN CONG
11/7/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,4,4,2,MEAT,MARISCOS POR UPC,ATUN CONG
11/8/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,5,3,1,MEAT,MARISCOS POR UPC,ATUN CONG
11/9/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,3,3,3,MEAT,MARISCOS POR UPC,ATUN CONG
11/10/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,8,8,2,MEAT,MARISCOS POR UPC,ATUN CONG
11/11/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,7,6,4,MEAT,MARISCOS POR UPC,ATUN CONG
11/12/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,6,6,3,MEAT,MARISCOS POR UPC,ATUN CONG
11/8/2024,4440015350,GORTONS,GORTONS BEER BATTER FILLETS 18.20 oz,$11.39,$7.69,32.52%,3,2,,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/9/2024,4440015350,GORTONS,GORTONS BEER BATTER FILLETS 18.20 oz,$11.39,$7.69,32.52%,1,1,,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/10/2024,4440015350,GORTONS,GORTONS BEER BATTER FILLETS 18.20 oz,$11.39,$7.69,32.52%,1,1,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/12/2024,4440015350,GORTONS,GORTONS BEER BATTER FILLETS 18.20 oz,$11.39,$7.69,32.52%,3,2,2,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/6/2024,4440015600,GORTONS,GORTONS CRUNCHY FISH FILETS 11.4 oz,$8.19,$5.51,32.75%,1,1,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/8/2024,4440015600,GORTONS,GORTONS CRUNCHY FISH FILETS 11.4 oz,$8.19,$5.51,32.75%,3,3,2,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/10/2024,4440015600,GORTONS,GORTONS CRUNCHY FISH FILETS 11.4 oz,$8.19,$5.51,32.75%,2,2,2,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/11/2024,4440015600,GORTONS,GORTONS CRUNCHY FISH FILETS 11.4 oz,$8.19,$5.51,32.75%,2,2,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/12/2024,4440015600,GORTONS,GORTONS CRUNCHY FISH FILETS 11.4 oz,$8.19,$5.51,32.75%,4,3,2,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/8/2024,4440015650,GORTONS,GORTONS FISH STICKS 11.4 oz,$8.19,$5.51,32.75%,1,1,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/11/2024,4440015650,GORTONS,GORTONS FISH STICKS 11.4 oz,$8.19,$5.51,32.75%,3,3,,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/12/2024,4440015650,GORTONS,GORTONS FISH STICKS 11.4 oz,$8.19,$5.51,32.75%,3,2,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/9/2024,4440015250,GORTONS,GORTONS GARLIC N HERB FILLET 11 oz,$8.19,$5.51,32.75%,1,1,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/11/2024,4440015250,GORTONS,GORTONS GARLIC N HERB FILLET 11 oz,$8.19,$5.51,32.75%,0,2,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/12/2024,4440015250,GORTONS,GORTONS GARLIC N HERB FILLET 11 oz,$8.19,$5.51,32.75%,1,1,,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
11/6/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,8,6,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/7/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,3,2,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/8/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,5,5,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/9/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,6,6,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/10/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,4,4,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/11/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,6,6,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/12/2024,3469580121,JOHN SOULES,JOHN SOULES CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,10,8,7,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/7/2024,3469580221,JOHN SOULES,JOHN SOULES CHICKEN PATTIES 24 oz,$7.69,$5.81,24.45%,2,2,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/8/2024,3469580221,JOHN SOULES,JOHN SOULES CHICKEN PATTIES 24 oz,$7.69,$5.81,24.45%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/9/2024,3469580221,JOHN SOULES,JOHN SOULES CHICKEN PATTIES 24 oz,$7.69,$5.81,24.45%,5,5,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/10/2024,3469580221,JOHN SOULES,JOHN SOULES CHICKEN PATTIES 24 oz,$7.69,$5.81,24.45%,7,6,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/11/2024,3469580221,JOHN SOULES,JOHN SOULES CHICKEN PATTIES 24 oz,$7.69,$5.81,24.45%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/12/2024,3469580221,JOHN SOULES,JOHN SOULES CHICKEN PATTIES 24 oz,$7.69,$5.81,24.45%,2,2,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/6/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,5,5,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/7/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,4,4,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/8/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,7,7,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/9/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,3,3,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/10/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,6,6,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/11/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/12/2024,3469580021,JOHN SOULES,JOHN SOULES CHICKEN TENDERS 24 oz,$7.69,$5.81,24.45%,13,11,7,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/6/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,8,6,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/7/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,6,6,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/8/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,7,6,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/9/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,11,9,7,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/10/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,4,4,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/11/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,6,6,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/12/2024,3469580521,JOHN SOULES,JOHN SOULES DINO NUGGETS 24 oz,$7.69,$5.81,24.45%,2,2,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/6/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,7,6,5,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/7/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,2,2,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/8/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,7,7,5,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/9/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,9,9,7,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/10/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,6,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/11/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,3,3,1,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/12/2024,3469580301,JOHN SOULES FOODS,JOHN SOULES FOODS MINION CHICKEN NUGGETS 24 oz,$7.69,$5.81,24.45%,5,5,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/6/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,9,7,5,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/7/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,5,4,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/8/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,9,9,7,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/9/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,4,4,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/10/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,5,5,5,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/11/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,11,6,5,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/12/2024,1015317500,LA ABUELITA,LA ABUELITA EMPANADA POLLO 10 oz,$3.59,$2.02,43.65%,12,9,4,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
11/6/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,6,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/7/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,8,5,3,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/8/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,6,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/9/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,6,5,4,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/10/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,4,3,2,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/11/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,8,5,5,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/12/2024,1015317510,LA ABUELITA,LA ABUELITA EMPANADA RES 10 oz,$2.99,$2.03,32.27%,3,3,1,MEAT,EMPANADOS POR UPC,EMPANADO DE RES
11/6/2024,1015310103,LA AGUADILLANA,LA AGUADILLANA BISTEC DE CERDO EMPANADO 12 oz,$4.49,$2.46,45.16%,1,1,1,MEAT,EMPANADOS POR UPC,EMPANADOS DE CERDO
