Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,Trans by Customers,Department,SubDpto,Category
9/23/2024,8710912002468,BUONO,BUONO QUESO DE BOLA TIERNO BABY 29 oz,$14.99,$10.53,29.79%,1,1,,MEAT,MARISCOS POR UPC,QUESO DE BOLA
9/24/2024,8710912002468,BUONO,BUONO QUESO DE BOLA TIERNO BABY 29 oz,$14.99,$10.53,29.79%,2,2,1,MEAT,MARISCOS POR UPC,QUESO DE BOLA
9/19/2024,2066110004,DELCA,DELCA FILETE DE ABADEJO 5 lb,$24.99,$18.75,24.97%,1,1,1,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/24/2024,2066110004,DELCA,DELCA FILETE DE ABADEJO 5 lb,$24.99,$18.75,24.97%,1,1,1,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/18/2024,70893802309,ECONO,ECONO BREADED CHICKEN NUGGETS 3 lb,$7.99,$5.17,35.27%,5,4,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
9/19/2024,70893802309,ECONO,ECONO BREADED CHICKEN NUGGETS 3 lb,$7.99,$5.17,35.27%,2,2,2,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
9/20/2024,70893802309,ECONO,ECONO BREADED CHICKEN NUGGETS 3 lb,$7.99,$5.17,35.27%,3,3,3,MEAT,EMPANADOS POR UPC,EMPANADO DE POLLO POR UPC
9/18/2024,70893801996,ECONO,ECONO CAMARONES COCIDO 13-15 12 oz,$8.99,$5.06,43.69%,1,1,,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/19/2024,70893801996,ECONO,ECONO CAMARONES COCIDO 13-15 12 oz,$8.99,$5.06,43.69%,1,1,,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/20/2024,70893801996,ECONO,ECONO CAMARONES COCIDO 13-15 12 oz,$8.99,$5.06,43.69%,1,1,,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/21/2024,70893801996,ECONO,ECONO CAMARONES COCIDO 13-15 12 oz,$8.99,$5.06,43.69%,2,1,1,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/24/2024,70893801996,ECONO,ECONO CAMARONES COCIDO 13-15 12 oz,$8.99,$5.06,43.69%,2,1,1,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/18/2024,70893800842,ECONO,ECONO CAMARONES COCIDOS 31 40 12 oz,$5.99,$3.35,44.02%,1,1,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/18/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,16,9,8,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/19/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,7,7,3,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/20/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,13,12,8,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/21/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,5,4,3,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/22/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,8,6,4,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/23/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,9,7,6,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/24/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,5,3,3,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/18/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,10,6,5,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/19/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,3,3,3,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/20/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,2,2,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/21/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,2,2,2,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/22/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,2,2,2,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/23/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,2,1,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/18/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,4,4,3,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/19/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,3,2,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/20/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,2,2,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/21/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,3,3,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/22/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,4,4,4,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/23/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,2,2,2,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/24/2024,70893800846,ECONO,ECONO CAMARONES COCIDOS 61 70 12 oz,$5.99,$2.88,51.91%,3,2,1,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/19/2024,70893800961,ECONO,ECONO CAMARONES CRUDOS 16 20 12 oz,$5.99,$3.23,46.10%,2,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/22/2024,70893800961,ECONO,ECONO CAMARONES CRUDOS 16 20 12 oz,$5.99,$3.23,46.10%,2,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/23/2024,70893800961,ECONO,ECONO CAMARONES CRUDOS 16 20 12 oz,$5.99,$3.23,46.10%,1,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/18/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,2,2,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/19/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,5,4,3,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/20/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,2,2,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/21/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,8,6,5,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/22/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,4,3,2,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/23/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,5,5,4,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/24/2024,70893800848,ECONO,ECONO CAMARONES CRUDOS 26 30 12 oz,$5.49,$2.45,55.33%,8,5,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/19/2024,66507264314,ECONO,ECONO CAMARONES CRUDOS 26 30 3 lb,$16.99,$9.80,42.29%,1,1,,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/21/2024,66507264314,ECONO,ECONO CAMARONES CRUDOS 26 30 3 lb,$16.99,$9.80,42.29%,1,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/19/2024,70893802349,ECONO,ECONO CAMARONES CRUDOS 31 40 3 lb,$17.99,$11.06,38.51%,1,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/20/2024,70893802349,ECONO,ECONO CAMARONES CRUDOS 31 40 3 lb,$17.99,$11.06,38.51%,1,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/18/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,5,4,3,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/19/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,1,1,,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/20/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,5,4,3,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/21/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,10,6,4,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/22/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,2,1,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/23/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,5,5,3,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/24/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,2,2,1,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/22/2024,70893801238,ECONO,ECONO CHILLO ENTERO CONG SURINAM 3 lb,$23.99,$14.46,39.72%,1,1,,MEAT,MARISCOS POR UPC,CHILLO CONG
9/18/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,2,2,1,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/19/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,6,4,2,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/20/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,6,6,6,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/21/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,7,6,5,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/22/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,6,5,3,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/23/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,15,12,11,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/24/2024,70893802417,ECONO,ECONO CHULETAS DE CERDO CORTE CENTRO CON HUESO 3 lb,$7.99,$5.85,26.78%,3,3,1,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/18/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,49,45,32,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/19/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,5,5,3,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/20/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,10,9,5,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/21/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,17,17,11,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/22/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,6,6,2,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/23/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,9,9,4,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/24/2024,70893802421,ECONO,ECONO CHULETAS DE CERDO CORTE MIXTO 5 lb,$13.99,$9.45,32.45%,15,13,10,MEAT,CERDO POR UPC,CHULETA DE CENTRO
9/20/2024,70893801112,ECONO,ECONO FILETE DE BASA SWAI 48 oz,$10.99,$5.86,46.64%,1,1,,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/21/2024,70893801112,ECONO,ECONO FILETE DE BASA SWAI 48 oz,$10.99,$5.86,46.64%,3,3,1,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/22/2024,70893801112,ECONO,ECONO FILETE DE BASA SWAI 48 oz,$10.99,$5.86,46.64%,1,1,1,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/23/2024,70893801112,ECONO,ECONO FILETE DE BASA SWAI 48 oz,$10.99,$5.86,46.64%,1,1,,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/24/2024,70893801112,ECONO,ECONO FILETE DE BASA SWAI 48 oz,$10.99,$5.86,46.64%,3,2,,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/18/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,1,1,1,MEAT,MARISCOS POR UPC,CHILLO CONG
9/19/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,12,7,7,MEAT,MARISCOS POR UPC,CHILLO CONG
9/20/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,6,5,4,MEAT,MARISCOS POR UPC,CHILLO CONG
9/21/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,11,7,4,MEAT,MARISCOS POR UPC,CHILLO CONG
9/22/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,12,4,2,MEAT,MARISCOS POR UPC,CHILLO CONG
9/23/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,8,7,6,MEAT,MARISCOS POR UPC,CHILLO CONG
9/24/2024,70893802325,ECONO,ECONO FILETE DE CHILLO CONG VIETNAM 12 oz,$7.99,$5.39,32.54%,5,4,3,MEAT,MARISCOS POR UPC,CHILLO CONG
9/18/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,7,5,,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/19/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,3,3,2,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/20/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,6,6,2,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/21/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,2,2,2,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/22/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,4,3,2,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/23/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,7,7,5,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/24/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,1,1,1,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/19/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$5.81,51.52%,17,11,8,MEAT,MARISCOS POR UPC,SALMON
9/20/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$5.81,51.52%,38,28,21,MEAT,MARISCOS POR UPC,SALMON
9/21/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$5.81,51.52%,65,46,37,MEAT,MARISCOS POR UPC,SALMON
9/22/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$5.81,51.52%,30,23,12,MEAT,MARISCOS POR UPC,SALMON
9/23/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$5.81,51.52%,46,38,27,MEAT,MARISCOS POR UPC,SALMON
9/24/2024,70893802030,ECONO,ECONO FILETE DE SALMON CONG CHILE 12 oz,$11.99,$5.81,51.52%,30,23,18,MEAT,MARISCOS POR UPC,SALMON
9/20/2024,70893802036,ECONO,ECONO FILETE DE TILAPIA CONG CHINA 3 lb,$10.99,$6.74,38.71%,1,1,1,MEAT,MARISCOS POR UPC,TILAPIA
9/21/2024,70893802036,ECONO,ECONO FILETE DE TILAPIA CONG CHINA 3 lb,$10.99,$6.74,38.71%,2,2,2,MEAT,MARISCOS POR UPC,TILAPIA
9/18/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,47,16,9,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/20/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,6,2,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/21/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,5,3,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/22/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,4,3,1,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/23/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,6,4,4,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/24/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.73,56.63%,10,3,2,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/18/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,4,3,1,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/19/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,3,2,2,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/20/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,10,8,7,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/21/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,9,8,5,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/22/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,2,2,2,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/23/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,3,3,1,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/24/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,2,1,1,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/18/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,3,2,2,MEAT,MARISCOS POR UPC,CRAB MEAT
9/19/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,3,2,2,MEAT,MARISCOS POR UPC,CRAB MEAT
9/20/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,7,4,3,MEAT,MARISCOS POR UPC,CRAB MEAT
9/21/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,5,3,3,MEAT,MARISCOS POR UPC,CRAB MEAT
9/22/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,1,1,,MEAT,MARISCOS POR UPC,CRAB MEAT
9/23/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,2,1,1,MEAT,MARISCOS POR UPC,CRAB MEAT
9/24/2024,70893801325,ECONO,ECONO IMITATION CRAB MEAT FLAKES 16 oz,$2.50,$1.55,38.08%,4,3,3,MEAT,MARISCOS POR UPC,CRAB MEAT
9/18/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,1,1,,MEAT,MARISCOS POR UPC,MARISCADA
9/19/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,2,2,2,MEAT,MARISCOS POR UPC,MARISCADA
9/20/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,11,9,5,MEAT,MARISCOS POR UPC,MARISCADA
9/21/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,9,8,6,MEAT,MARISCOS POR UPC,MARISCADA
9/22/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,5,4,1,MEAT,MARISCOS POR UPC,MARISCADA
9/23/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,6,4,4,MEAT,MARISCOS POR UPC,MARISCADA
9/24/2024,70893802352,ECONO,ECONO MARISCADA SEA FOOD MIX 1 lb,$3.99,$2.32,41.82%,11,6,5,MEAT,MARISCOS POR UPC,MARISCADA
9/20/2024,70893801055,ECONO,ECONO TENTACULOS DE CALAMAR 1 lb,$5.69,$3.49,38.75%,4,4,1,MEAT,MARISCOS POR UPC,CALAMARES CONG
9/23/2024,70893801055,ECONO,ECONO TENTACULOS DE CALAMAR 1 lb,$5.69,$3.49,38.75%,1,1,1,MEAT,MARISCOS POR UPC,CALAMARES CONG
9/18/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,4,2,1,MEAT,MARISCOS POR UPC,ATUN CONG
9/19/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,4,2,1,MEAT,MARISCOS POR UPC,ATUN CONG
9/20/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,4,4,3,MEAT,MARISCOS POR UPC,ATUN CONG
9/21/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,2,2,2,MEAT,MARISCOS POR UPC,ATUN CONG
9/22/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,4,2,1,MEAT,MARISCOS POR UPC,ATUN CONG
9/23/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.33,45.81%,4,3,2,MEAT,MARISCOS POR UPC,ATUN CONG
9/18/2024,83954210003,GALEGO,GALEGO TENTACULOS DE CALAMAR CONG ESPANA 2 lb,$15.99,$10.48,34.46%,1,1,1,MEAT,MARISCOS POR UPC,CALAMARES CONG
9/19/2024,83954210003,GALEGO,GALEGO TENTACULOS DE CALAMAR CONG ESPANA 2 lb,$15.99,$10.48,34.46%,2,1,,MEAT,MARISCOS POR UPC,CALAMARES CONG
9/20/2024,83954210003,GALEGO,GALEGO TENTACULOS DE CALAMAR CONG ESPANA 2 lb,$15.99,$10.48,34.46%,1,1,1,MEAT,MARISCOS POR UPC,CALAMARES CONG
9/21/2024,83954210003,GALEGO,GALEGO TENTACULOS DE CALAMAR CONG ESPANA 2 lb,$15.99,$10.48,34.46%,1,1,1,MEAT,MARISCOS POR UPC,CALAMARES CONG
9/18/2024,4440015350,GORTONS,GORTONS BEER BATTER FILLETS 18.20 oz,$11.39,$7.69,32.52%,1,1,1,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
9/19/2024,4440015350,GORTONS,GORTONS BEER BATTER FILLETS 18.20 oz,$11.39,$7.69,32.52%,1,1,,MEAT,MARISCOS POR UPC,EMPANADOS DE MARISCOS
