Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,TransbyCustomers,Department,SubDpto,Category
9/13/2024,89767900218,ARIZTIA,ARIZTIA ALITAS DE POLLO 2.2 lb,$6.99,$4.84,30.76%,42,37,21,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/14/2024,89767900220,ARIZTIA,ARIZTIA TENDERLOINS DE POLLO 2.2 lb,$6.99,$4.56,34.71%,42,37,25,MEAT,POLLO POR UPC,FILETE DE POLLO
9/14/2024,3080221142,MOUNTAIRE,MOUNTAIRE CHICKEN GIZZARDS 4.4 lb,$4.99,$3.72,25.45%,41,38,28,MEAT,POLLO POR UPC,MOLLEJAS DE POLLO
9/11/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,41,25,19,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/17/2024,89767900221,ARIZTIA,ARIZTIA PECHUGAS DE POLLO IQF 2.2 lb,$7.99,$4.57,42.83%,41,36,25,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/16/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.71,57.11%,40,11,9,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/14/2024,89767900221,ARIZTIA,ARIZTIA PECHUGAS DE POLLO IQF 2.2 lb,$7.99,$4.57,42.83%,40,34,23,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/16/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,39,33,23,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/16/2024,88233801009,BILBAO,BILBAO FILETE DE ABADEJO 7 oz,$2.49,$1.62,34.99%,39,27,15,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/11/2024,70893800876,ECONO,ECONO FILETE DE ABADEJO 16 oz,$4.99,$2.14,57.02%,37,17,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/13/2024,88233801009,BILBAO,BILBAO FILETE DE ABADEJO 7 oz,$2.49,$1.62,34.99%,37,18,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/12/2024,89767900220,ARIZTIA,ARIZTIA TENDERLOINS DE POLLO 2.2 lb,$6.99,$4.56,34.71%,37,33,17,MEAT,POLLO POR UPC,FILETE DE POLLO
9/13/2024,3080221142,MOUNTAIRE,MOUNTAIRE CHICKEN GIZZARDS 4.4 lb,$4.99,$3.72,25.45%,36,29,20,MEAT,POLLO POR UPC,MOLLEJAS DE POLLO
9/17/2024,89767900220,ARIZTIA,ARIZTIA TENDERLOINS DE POLLO 2.2 lb,$6.99,$4.56,34.71%,36,33,22,MEAT,POLLO POR UPC,FILETE DE POLLO
9/13/2024,66507200511,PANAMEI,PANAMEI CAMARON CRUDO 16 20 1 lb,$8.99,$4.71,47.62%,35,24,17,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/14/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,35,31,19,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/14/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,34,30,20,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/11/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,33,24,18,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/12/2024,89767900221,ARIZTIA,ARIZTIA PECHUGAS DE POLLO IQF 2.2 lb,$7.99,$4.57,42.83%,33,29,18,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/13/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,32,24,18,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/17/2024,70893800876,ECONO,ECONO FILETE DE ABADEJO 16 oz,$4.99,$2.14,57.02%,32,31,20,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/16/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,32,22,16,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/13/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,32,23,10,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/14/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,32,25,16,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/14/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.71,57.11%,31,18,9,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/12/2024,66507200511,PANAMEI,PANAMEI CAMARON CRUDO 16 20 1 lb,$8.99,$4.71,47.62%,30,13,12,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/12/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,30,21,17,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/14/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.52,29.81%,29,22,17,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/11/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,29,23,16,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/12/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,29,25,16,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/13/2024,89767900220,ARIZTIA,ARIZTIA TENDERLOINS DE POLLO 2.2 lb,$6.99,$4.56,34.71%,29,26,18,MEAT,POLLO POR UPC,FILETE DE POLLO
9/17/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.30,46.18%,28,17,11,MEAT,MARISCOS POR UPC,ATUN CONG
9/17/2024,88233801009,BILBAO,BILBAO FILETE DE ABADEJO 7 oz,$2.49,$1.62,34.99%,28,17,10,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/15/2024,89767900218,ARIZTIA,ARIZTIA ALITAS DE POLLO 2.2 lb,$6.99,$4.84,30.76%,28,26,15,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/13/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.52,29.81%,27,25,16,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/17/2024,66507200511,PANAMEI,PANAMEI CAMARON CRUDO 16 20 1 lb,$8.99,$4.71,47.62%,27,23,16,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/13/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,27,23,16,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/15/2024,88233801009,BILBAO,BILBAO FILETE DE ABADEJO 7 oz,$2.49,$1.62,34.99%,27,16,6,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/16/2024,3080221142,MOUNTAIRE,MOUNTAIRE CHICKEN GIZZARDS 4.4 lb,$4.99,$3.72,25.45%,26,23,15,MEAT,POLLO POR UPC,MOLLEJAS DE POLLO
9/16/2024,66507200511,PANAMEI,PANAMEI CAMARON CRUDO 16 20 1 lb,$8.99,$4.71,47.62%,26,20,14,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/17/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,26,27,14,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/14/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$5.89,$3.84,34.80%,25,21,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/14/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,25,21,12,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/12/2024,70893800876,ECONO,ECONO FILETE DE ABADEJO 16 oz,$4.99,$2.14,57.02%,25,20,15,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/17/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,25,17,10,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/13/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,25,17,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/17/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,25,24,17,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/11/2024,88233801009,BILBAO,BILBAO FILETE DE ABADEJO 7 oz,$2.49,$1.62,34.99%,25,21,16,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/14/2024,89767900219,ARIZTIA,ARIZTIA DRUMMETTES DE POLLO 2.2 lb,$6.99,$4.59,34.38%,25,20,14,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/13/2024,89767900221,ARIZTIA,ARIZTIA PECHUGAS DE POLLO IQF 2.2 lb,$7.99,$4.57,42.83%,25,22,15,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/12/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,24,18,11,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/13/2024,70893800876,ECONO,ECONO FILETE DE ABADEJO 16 oz,$4.99,$2.14,57.02%,24,18,13,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/12/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.71,57.11%,24,14,11,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/16/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.30,46.18%,24,19,13,MEAT,MARISCOS POR UPC,ATUN CONG
9/12/2024,89767900219,ARIZTIA,ARIZTIA DRUMMETTES DE POLLO 2.2 lb,$6.99,$4.59,34.38%,24,21,13,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/12/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,23,20,15,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/13/2024,70893801184,ECONO,ECONO FILETE DE ABADEJO 7 oz,$2.99,$0.94,68.62%,22,13,7,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/13/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,22,19,10,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/15/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,22,18,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/13/2024,75131346269,PESCADORES DEL SUR,PESCADORES DEL SUR CALAMARES COCIDOS 1 lb,$7.99,$4.31,46.12%,22,16,12,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/15/2024,89767900221,ARIZTIA,ARIZTIA PECHUGAS DE POLLO IQF 2.2 lb,$7.99,$4.57,42.83%,22,20,14,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/15/2024,66507200511,PANAMEI,PANAMEI CAMARON CRUDO 16 20 1 lb,$8.99,$4.71,47.62%,21,15,9,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/15/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,21,14,13,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/16/2024,66507200638,PANAMEI,PANAMEI FILETE DE ABADEJO 7 oz,$2.19,$1.53,30.08%,21,14,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/13/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,21,18,11,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/14/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.30,46.18%,21,15,11,MEAT,MARISCOS POR UPC,ATUN CONG
9/11/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,21,20,18,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/16/2024,89767900219,ARIZTIA,ARIZTIA DRUMMETTES DE POLLO 2.2 lb,$6.99,$4.59,34.38%,21,15,7,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/16/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$5.89,$3.84,34.80%,20,18,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/11/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.52,29.81%,20,16,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/16/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,20,16,12,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/15/2024,70893800876,ECONO,ECONO FILETE DE ABADEJO 16 oz,$4.99,$2.14,57.02%,20,18,12,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/13/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.30,46.18%,20,15,9,MEAT,MARISCOS POR UPC,ATUN CONG
9/16/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,20,18,9,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/14/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,20,16,11,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/15/2024,89767900220,ARIZTIA,ARIZTIA TENDERLOINS DE POLLO 2.2 lb,$6.99,$4.56,34.71%,20,19,8,MEAT,POLLO POR UPC,FILETE DE POLLO
9/11/2024,1015313550,RIVER CANE VALLEY,RIVER CANE VALLEY MOLIDA DE POLLO 1 lb,$2.59,$1.79,30.98%,19,7,5,MEAT,POLLO POR UPC,MOLIDA DE POLLO
9/11/2024,66507200511,PANAMEI,PANAMEI CAMARON CRUDO 16 20 1 lb,$8.99,$4.71,47.62%,19,13,8,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/11/2024,70893801384,ECONO,ECONO FILETE TILAPIA CONG CHINA 12 oz,$3.29,$1.95,40.71%,18,13,6,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/15/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,18,15,12,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/11/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,18,16,13,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/12/2024,70893801911,ECONO,ECONO JAMON DE COCINAR SIN HUESO 10 oz,$2.99,$1.75,41.46%,18,16,12,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/12/2024,75131346269,PESCADORES DEL SUR,PESCADORES DEL SUR CALAMARES COCIDOS 1 lb,$7.99,$4.31,46.12%,18,11,7,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/11/2024,89767900221,ARIZTIA,ARIZTIA PECHUGAS DE POLLO IQF 2.2 lb,$7.99,$4.57,42.83%,18,15,14,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/11/2024,66507253005,PANAMEI,PANAMEI SALMON ROSADO 1 lb,$7.09,$4.75,33.00%,17,14,8,MEAT,MARISCOS POR UPC,SALMON
9/16/2024,75131346269,PESCADORES DEL SUR,PESCADORES DEL SUR CALAMARES COCIDOS 1 lb,$7.99,$4.31,46.12%,17,14,9,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/17/2024,75131346269,PESCADORES DEL SUR,PESCADORES DEL SUR CALAMARES COCIDOS 1 lb,$7.99,$4.31,46.12%,17,11,8,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/11/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,16,5,3,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
9/15/2024,3080221142,MOUNTAIRE,MOUNTAIRE CHICKEN GIZZARDS 4.4 lb,$4.99,$3.72,25.45%,16,14,11,MEAT,POLLO POR UPC,MOLLEJAS DE POLLO
9/15/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,16,11,7,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/14/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,16,15,9,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/12/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,16,14,11,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/15/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.30,46.18%,16,13,9,MEAT,MARISCOS POR UPC,ATUN CONG
9/11/2024,70893802440,ECONO,ECONO CHICHARRONES DE POLLO 8 lbs,$16.99,$11.34,33.28%,16,15,10,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/16/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,16,12,10,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/15/2024,89767900215,ARIZTIA,ARIZTIA TENDERSLOIN DE POLLO 10 lb,$30.99,$19.79,36.16%,16,11,4,MEAT,POLLO POR UPC,FILETE DE POLLO
9/13/2024,89767900219,ARIZTIA,ARIZTIA DRUMMETTES DE POLLO 2.2 lb,$6.99,$4.59,34.38%,16,15,11,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/17/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,15,12,7,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/12/2024,70893800903,ECONO,ECONO CAMARONES COCIDOS 51 60 12 oz,$5.99,$2.86,52.32%,15,9,6,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/13/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.71,57.11%,15,9,6,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/17/2024,70893801457,ECONO,ECONO FILETE SWAI BASA CONG 12 oz,$3.99,$1.71,57.11%,15,8,5,MEAT,MARISCOS POR UPC,FILETE BASA CONG
9/14/2024,70893801508,ECONO,ECONO FILETE DE ABADEJO 3 lb,$12.99,$6.43,50.48%,15,15,11,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/15/2024,70893802362,ECONO,ECONO HOMESTYLE MEATBALLS 64 oz,$12.99,$9.16,29.49%,15,13,10,MEAT,RES POR UPC,PRODUCTO DE SHOPPER MEAT
9/15/2024,70893802443,,BONELESS SKINLESS CHICKEN BREASTS 2.5 lb,$7.99,$5.23,34.51%,15,15,8,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/14/2024,89767900230,ARIZTIA,ARIZTIA WINGS MIDJOINT CONG 2.2 lb,$9.99,$6.31,36.83%,15,13,9,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/13/2024,2265570140,CAROLINA TURKEY,CAROLINA TURKEY MOLIDA DE PAVO 85 15 16 oz,$4.99,$3.40,31.86%,14,12,6,MEAT,OTRAS AVES UPC,MOLIDA DE PAVO
9/11/2024,3080221142,MOUNTAIRE,MOUNTAIRE CHICKEN GIZZARDS 4.4 lb,$4.99,$3.72,25.45%,14,10,8,MEAT,POLLO POR UPC,MOLLEJAS DE POLLO
9/11/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$5.89,$3.84,34.80%,14,10,5,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/15/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.52,29.81%,14,14,10,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/16/2024,3800330006,EL SERRANITO,EL SERRANITO JAMON COCINAR 9 oz,$3.59,$2.52,29.81%,14,13,10,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/17/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,14,12,8,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/11/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,14,12,5,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/11/2024,70893802324,ECONO,ECONO FILETE DE MERO CONG VIETNAM 12 oz,$9.99,$6.25,37.41%,14,11,8,MEAT,MARISCOS POR UPC,MERLUZA CONG
9/16/2024,89767900230,ARIZTIA,ARIZTIA WINGS MIDJOINT CONG 2.2 lb,$9.99,$6.31,36.83%,14,11,7,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/14/2024,2781500073,ARMOUR,ARMOUR BEEF MEATBALLS 11 oz,$4.99,$3.35,32.87%,13,12,9,MEAT,RES POR UPC,ALBONDIGAS DE RES
9/16/2024,66507200639,PANAMEI,PANAMEI FILETE DE ABADEJO 12 oz,$3.99,$2.63,34.21%,13,9,3,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/17/2024,70893801118,ECONO,ECONO CAMARONES CRUDOS 8 12 12 oz,$7.99,$4.49,43.84%,13,9,4,MEAT,MARISCOS POR UPC,CAMARONES CRUDO
9/16/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,13,11,5,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/12/2024,70893802090,ECONO,ECONO TUNA STEAK CONG INDONESIA 12 oz,$7.99,$4.30,46.18%,13,11,11,MEAT,MARISCOS POR UPC,ATUN CONG
9/16/2024,1015313550,RIVER CANE VALLEY,RIVER CANE VALLEY MOLIDA DE POLLO 1 lb,$2.59,$1.79,30.98%,12,6,6,MEAT,POLLO POR UPC,MOLIDA DE POLLO
9/12/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$5.89,$3.84,34.80%,12,10,8,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/11/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,12,12,9,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/17/2024,70893801675,ECONO,ECONO MASITAS DE JAMON COCINAR 16 oz,$5.29,$3.65,31.00%,12,12,8,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/14/2024,75131346269,PESCADORES DEL SUR,PESCADORES DEL SUR CALAMARES COCIDOS 1 lb,$7.99,$4.31,46.12%,12,12,10,MEAT,MARISCOS POR UPC,PRODUCTO DE SHOPPER MEAT
9/17/2024,89767900219,ARIZTIA,ARIZTIA DRUMMETTES DE POLLO 2.2 lb,$6.99,$4.59,34.38%,12,9,6,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/11/2024,89767900220,ARIZTIA,ARIZTIA TENDERLOINS DE POLLO 2.2 lb,$6.99,$4.56,34.71%,12,11,8,MEAT,POLLO POR UPC,FILETE DE POLLO
9/17/2024,2781500070,ARMOUR,ARMOUR ORIGINAL MEATBALLS 14 oz,$4.99,$3.35,32.87%,11,10,6,MEAT,RES POR UPC,ALBONDIGAS DE RES
9/12/2024,2781500071,ARMOUR,ARMOUR ITALIAN MEATBALLS 14 oz,$4.99,$3.35,32.87%,11,9,5,MEAT,RES POR UPC,ALBONDIGAS DE RES
9/17/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$5.89,$3.84,34.80%,11,11,6,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/14/2024,7539100293,SEA BEST,SEA BEST SALMON FILLETS 16 oz,$10.79,$7.25,32.81%,11,11,10,MEAT,MARISCOS POR UPC,SALMON
9/16/2024,7539100293,SEA BEST,SEA BEST SALMON FILLETS 16 oz,$10.79,$7.25,32.81%,11,10,8,MEAT,MARISCOS POR UPC,SALMON
9/17/2024,66507200862,PANAMEI,PANAMEI FILETE DE ABADEJO 16 oz,$5.49,$3.50,36.25%,11,8,4,MEAT,SALADOS POR UPC,FILETE DE ABADEJO
9/11/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,11,13,10,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/15/2024,70893800844,ECONO,ECONO CAMARONES COCIDOS 41 50 12 oz,$5.99,$3.06,48.92%,11,9,5,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/14/2024,70893802280,ECONO,ECONO MUSLO Y CADERA POLLO CONG PR 5 lb,$8.99,$5.75,36.04%,11,9,5,MEAT,POLLO POR UPC,MUSLO CADERA CONG
9/17/2024,1015313550,RIVER CANE VALLEY,RIVER CANE VALLEY MOLIDA DE POLLO 1 lb,$2.59,$1.79,30.98%,10,5,3,MEAT,POLLO POR UPC,MOLIDA DE POLLO
9/16/2024,66507200441,PANAMEI,PANAMEI ALMEJAS COCIDAS 1 lb,$4.09,$2.90,29.10%,10,4,2,MEAT,MARISCOS POR UPC,FILETE DE TILAPIA
9/16/2024,66507201132,PANAMEI,PANAMEI CAMARONES COCIDOS 41 50 12 oz,$6.99,$4.50,35.62%,10,7,4,MEAT,MARISCOS POR UPC,CAMARONES COCIDOS
9/14/2024,70893802442,ECONO,ECONO CHICHARRON C H CONG 8 lb,$16.99,$11.34,33.28%,10,10,9,MEAT,POLLO POR UPC,PECHUGA DE POLLO
9/15/2024,83104100518,NUMEAT,NUMEAT JAMON COCINAR SIN HUESO 9 oz,$2.50,$1.75,30.00%,10,9,5,MEAT,SALADOS POR UPC,JAMON DE COCINAR
9/11/2024,88233802034,LISBOA,LISBOA SALMON SIN PIEL 1 lb,$9.99,$7.03,29.65%,10,9,3,MEAT,MARISCOS POR UPC,SALMON
9/14/2024,88233802034,LISBOA,LISBOA SALMON SIN PIEL 1 lb,$9.99,$7.03,29.65%,10,9,5,MEAT,MARISCOS POR UPC,SALMON
9/16/2024,88233802034,LISBOA,LISBOA SALMON SIN PIEL 1 lb,$9.99,$7.03,29.65%,10,8,5,MEAT,MARISCOS POR UPC,SALMON
9/13/2024,89767900230,ARIZTIA,ARIZTIA WINGS MIDJOINT CONG 2.2 lb,$9.99,$6.31,36.83%,10,5,2,MEAT,POLLO POR UPC,ALITAS DE POLLO
9/16/2024,2781500073,ARMOUR,ARMOUR BEEF MEATBALLS 11 oz,$4.99,$3.35,32.87%,9,7,6,MEAT,RES POR UPC,ALBONDIGAS DE RES
9/15/2024,3800300400,EL SERRANITO,EL SERRANITO MASITAS DE JAMON COCINAR 16 oz,$5.89,$3.84,34.80%,9,7,5,MEAT,SALADOS POR UPC,JAMON DE COCINAR
