Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,TransbyCustomers,Department,SubDpto,Category
9/17/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,1207,666,426,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/16/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,1011,737,477,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/14/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,850,604,378,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,675,490,293,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/12/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,631,465,296,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/11/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,582,417,270,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/15/2024,70893801044,ECONO,ECONO AMERICAN EGGS 12 ud,$3.29,$2.33,29.04%,546,413,242,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/16/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,147,105,50,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/14/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,127,99,57,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/14/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,126,107,59,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/15/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,119,89,53,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/13/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,109,87,45,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/15/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,100,82,49,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,98,78,44,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/11/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,85,66,35,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/12/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,81,65,42,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/17/2024,70893801816,ECONO,ECONO HUEVOS LARGE PR 12 ud,$4.69,$3.03,35.49%,79,63,37,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/11/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,64,56,37,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/16/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,60,45,27,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/12/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,58,45,25,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,43,32,16,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/16/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,43,37,16,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/15/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,34,27,14,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/16/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,32,29,19,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/12/2024,9020830110,NOAHS PRIDE,NOAHS PRIDE GRADE A LARGE BROWN CAGE FREE CLEAR PLASTIC 12 ud,$6.49,$4.40,32.20%,31,26,13,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/11/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,31,29,17,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/14/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,29,21,11,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/14/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,26,24,7,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/12/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,25,22,11,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,23,16,12,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/12/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,22,12,5,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/12/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,21,20,10,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/14/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,21,20,12,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,19,14,9,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/15/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,17,16,8,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,16,12,6,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/16/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,15,13,6,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/15/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,14,11,7,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/11/2024,7743855919,HILLANDALE FARMS,HILLANDALE FARMS ORGANIC EGGS MED US 12 ud,$3.59,$2.57,28.53%,12,12,7,DAIRY,HUEVOS,HUEVOS ORGANICOS
9/11/2024,70893801045,ECONO,ECONO HUEVOS MEDIANOS US 18 ud,$4.99,$3.50,29.82%,11,10,3,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,11,11,5,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/13/2024,9020830110,NOAHS PRIDE,NOAHS PRIDE GRADE A LARGE BROWN CAGE FREE CLEAR PLASTIC 12 ud,$6.49,$4.40,32.20%,8,9,5,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,19637000213,EGG BEATERS,EGG BEATERS LIQUID EGGS WHITES PROTEIN 16 oz,$6.49,$4.56,29.71%,8,3,2,DAIRY,HUEVOS,EGGS BEATERS
9/11/2024,9020830110,NOAHS PRIDE,NOAHS PRIDE GRADE A LARGE BROWN CAGE FREE CLEAR PLASTIC 12 ud,$6.49,$4.40,32.20%,6,5,2,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,74825224009,EGG MARKET,EGG MARKET HUEVOS MEDIANOS US 18 ud,$5.99,$4.10,31.55%,6,6,3,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,7723600020,COUNTRY DAYBREAK,COUNTRY DAYBREAK EGGS FARM FRESH 12 ud,$3.99,$2.67,33.17%,4,4,2,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,9020801465,KREIDER,KREIDER JUMBO GRADE A EGGS 12 ud,$5.49,$4.38,20.31%,4,2,,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/17/2024,9020830110,NOAHS PRIDE,NOAHS PRIDE GRADE A LARGE BROWN CAGE FREE CLEAR PLASTIC 12 ud,$6.49,$4.40,32.20%,4,3,2,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,70893801817,ECONO,ECONO HUEVOS GRANDES DEL PAIS 18 ud,$6.89,$4.41,36.05%,4,4,3,DAIRY,HUEVOS,HUEVOS DEL PAIS
9/17/2024,9020830111,NOAHS PRIDE,NOAHS PRIDE GRADE A MEDIUM CAGE FREE CLEAR PLASTIC 18 ud,$9.49,$6.60,30.45%,3,2,,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,19637000216,EGG BEATERS,EGG BEATERS LIQUID EGGS ORIGINAL 16 oz,$6.49,$4.56,29.71%,2,1,1,DAIRY,HUEVOS,EGGS BEATERS
9/16/2024,19637000216,EGG BEATERS,EGG BEATERS LIQUID EGGS ORIGINAL 16 oz,$6.49,$4.56,29.71%,2,2,2,DAIRY,HUEVOS,EGGS BEATERS
9/17/2024,5254944444,HUMPTY DUMPTY,HUMPTY DUMPTY MEDIUM EGGS 12 ud,$3.29,$2.27,31.10%,1,1,1,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/11/2024,9020801465,KREIDER,KREIDER JUMBO GRADE A EGGS 12 ud,$5.49,$4.38,20.31%,1,1,1,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/13/2024,9020801465,KREIDER,KREIDER JUMBO GRADE A EGGS 12 ud,$5.49,$4.38,20.31%,1,1,1,DAIRY,HUEVOS,HUEVOS AMERICANOS
9/11/2024,19637000213,EGG BEATERS,EGG BEATERS LIQUID EGGS WHITES PROTEIN 16 oz,$6.49,$4.56,29.71%,1,1,1,DAIRY,HUEVOS,EGGS BEATERS
9/12/2024,19637000213,EGG BEATERS,EGG BEATERS LIQUID EGGS WHITES PROTEIN 16 oz,$6.49,$4.56,29.71%,1,1,1,DAIRY,HUEVOS,EGGS BEATERS
9/15/2024,19637000213,EGG BEATERS,EGG BEATERS LIQUID EGGS WHITES PROTEIN 16 oz,$6.49,$4.56,29.71%,1,1,,DAIRY,HUEVOS,EGGS BEATERS
9/17/2024,19637000213,EGG BEATERS,EGG BEATERS LIQUID EGGS WHITES PROTEIN 16 oz,$6.49,$4.56,29.71%,1,1,,DAIRY,HUEVOS,EGGS BEATERS
9/12/2024,19637000216,EGG BEATERS,EGG BEATERS LIQUID EGGS ORIGINAL 16 oz,$6.49,$4.56,29.71%,1,1,,DAIRY,HUEVOS,EGGS BEATERS
9/14/2024,19637000216,EGG BEATERS,EGG BEATERS LIQUID EGGS ORIGINAL 16 oz,$6.49,$4.56,29.71%,1,1,1,DAIRY,HUEVOS,EGGS BEATERS
9/15/2024,19637000216,EGG BEATERS,EGG BEATERS LIQUID EGGS ORIGINAL 16 oz,$6.49,$4.56,29.71%,1,1,1,DAIRY,HUEVOS,EGGS BEATERS
9/14/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1603,651,398,PRODUCE,FRUTAS,GUINEOS
9/16/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1468,623,397,PRODUCE,FRUTAS,GUINEOS
9/12/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1442,618,393,PRODUCE,FRUTAS,GUINEOS
9/15/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1438,591,333,PRODUCE,FRUTAS,GUINEOS
9/17/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1430,631,399,PRODUCE,FRUTAS,GUINEOS
9/13/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1363,574,349,PRODUCE,FRUTAS,GUINEOS
9/11/2024,5087,,GUINEOS AMARILLOS lb,$1.49,$0.93,37.92%,1285,590,376,PRODUCE,FRUTAS,GUINEOS
9/12/2024,5120,,MANGO lb,$1.49,$0.87,41.83%,521,180,129,PRODUCE,FRUTAS,FRUTAS FRESCAS
9/14/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,485,313,190,PRODUCE,FRUTAS,LIMONES
9/13/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,401,266,175,PRODUCE,FRUTAS,LIMONES
9/16/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,399,275,185,PRODUCE,FRUTAS,LIMONES
9/12/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,362,265,185,PRODUCE,FRUTAS,LIMONES
9/15/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,315,208,121,PRODUCE,FRUTAS,LIMONES
9/13/2024,5120,,MANGO lb,$1.49,$0.87,41.83%,298,111,71,PRODUCE,FRUTAS,FRUTAS FRESCAS
9/11/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,285,25,13,PRODUCE,FRUTAS,MELON
9/12/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,283,23,15,PRODUCE,FRUTAS,MELON
9/13/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.51,49.61%,281,168,118,PRODUCE,FRUTAS,MANDARINAS
9/14/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,256,20,11,PRODUCE,FRUTAS,MELON
9/17/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,253,173,118,PRODUCE,FRUTAS,LIMONES
9/12/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.51,49.61%,242,134,99,PRODUCE,FRUTAS,MANDARINAS
9/14/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,235,90,52,PRODUCE,FRUTAS,GUINEOS
9/12/2024,9582921021,WELCHS,WELCHS UVAS BLANCAS SIN SEMILLAS 2 lb,$7.99,$4.31,46.03%,214,205,156,PRODUCE,FRUTAS,UVAS
9/16/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,213,19,11,PRODUCE,FRUTAS,MELON
9/17/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,199,72,51,PRODUCE,FRUTAS,PAPAYA
9/13/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,198,62,38,PRODUCE,FRUTAS,GUINEOS
9/11/2024,5120,,MANGO lb,$1.49,$0.87,41.83%,194,80,46,PRODUCE,FRUTAS,FRUTAS FRESCAS
9/11/2024,71575620002,DRISCOLLS,DRISCOLLS STRAWBERRIES 16 oz,$6.99,$4.25,39.20%,192,170,100,PRODUCE,FRUTAS,STRAWBERRIES
9/11/2024,5112,,LIMA VERDE lb,$1.29,$0.80,38.15%,187,152,98,PRODUCE,FRUTAS,LIMONES
9/12/2024,71575620002,DRISCOLLS,DRISCOLLS STRAWBERRIES 16 oz,$6.99,$4.25,39.20%,178,163,95,PRODUCE,FRUTAS,STRAWBERRIES
9/16/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,173,75,52,PRODUCE,FRUTAS,GUINEOS
9/13/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,166,63,41,PRODUCE,FRUTAS,CHINAS
9/11/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.51,49.61%,162,91,60,PRODUCE,FRUTAS,MANDARINAS
9/14/2024,9582921021,WELCHS,WELCHS UVAS BLANCAS SIN SEMILLAS 2 lb,$7.99,$4.31,46.03%,160,153,94,PRODUCE,FRUTAS,UVAS
9/12/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,159,56,38,PRODUCE,FRUTAS,GUINEOS
9/17/2024,9582921021,WELCHS,WELCHS UVAS BLANCAS SIN SEMILLAS 2 lb,$7.99,$4.31,46.03%,156,147,104,PRODUCE,FRUTAS,UVAS
9/13/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,155,14,8,PRODUCE,FRUTAS,MELON
9/16/2024,9582921021,WELCHS,WELCHS UVAS BLANCAS SIN SEMILLAS 2 lb,$7.99,$4.31,46.03%,151,145,97,PRODUCE,FRUTAS,UVAS
9/16/2024,5055,,CHINA NEBO lb,$2.29,$1.59,30.53%,147,57,34,PRODUCE,FRUTAS,CHINAS
9/14/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,139,51,35,PRODUCE,FRUTAS,PAPAYA
9/11/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,137,56,42,PRODUCE,FRUTAS,GUINEOS
9/14/2024,9582921020,WELCHS,WELCHS UVAS ROJAS SIN SEMILLAS 2 lb,$7.89,$4.29,45.67%,136,125,71,PRODUCE,FRUTAS,UVAS
9/15/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,135,56,38,PRODUCE,FRUTAS,GUINEOS
9/17/2024,5055,,CHINA NEBO lb,$2.29,$1.59,30.53%,134,56,39,PRODUCE,FRUTAS,CHINAS
9/12/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,129,34,24,PRODUCE,FRUTAS,KIWI
9/14/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.51,49.61%,128,91,63,PRODUCE,FRUTAS,MANDARINAS
9/14/2024,71575620002,DRISCOLLS,DRISCOLLS STRAWBERRIES 16 oz,$6.99,$4.25,39.20%,128,118,64,PRODUCE,FRUTAS,STRAWBERRIES
9/15/2024,71575620002,DRISCOLLS,DRISCOLLS STRAWBERRIES 16 oz,$6.99,$4.25,39.20%,127,120,68,PRODUCE,FRUTAS,STRAWBERRIES
9/14/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,124,28,16,PRODUCE,FRUTAS,KIWI
9/13/2024,71575620002,DRISCOLLS,DRISCOLLS STRAWBERRIES 16 oz,$6.99,$4.25,39.20%,122,106,61,PRODUCE,FRUTAS,STRAWBERRIES
9/11/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,121,45,33,PRODUCE,FRUTAS,CHINAS
9/14/2024,5055,,CHINA NEBO lb,$2.29,$1.59,30.53%,119,49,27,PRODUCE,FRUTAS,CHINAS
9/15/2024,9582921021,WELCHS,WELCHS UVAS BLANCAS SIN SEMILLAS 2 lb,$7.99,$4.31,46.03%,119,109,75,PRODUCE,FRUTAS,UVAS
9/13/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,117,36,25,PRODUCE,FRUTAS,PAPAYA
9/16/2024,9582921020,WELCHS,WELCHS UVAS ROJAS SIN SEMILLAS 2 lb,$7.89,$4.29,45.67%,116,113,77,PRODUCE,FRUTAS,UVAS
9/16/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,114,32,17,PRODUCE,FRUTAS,KIWI
9/16/2024,5120,,MANGO lb,$1.49,$0.87,41.83%,114,37,27,PRODUCE,FRUTAS,FRUTAS FRESCAS
9/17/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,112,28,18,PRODUCE,FRUTAS,KIWI
9/14/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,109,41,24,PRODUCE,FRUTAS,CHINAS
9/17/2024,5089,,GUINEOS VERDES lb,$1.29,$0.93,28.29%,101,42,32,PRODUCE,FRUTAS,GUINEOS
9/16/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,100,37,17,PRODUCE,FRUTAS,CHINAS
9/16/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,100,37,21,PRODUCE,FRUTAS,PAPAYA
9/13/2024,9582921020,WELCHS,WELCHS UVAS ROJAS SIN SEMILLAS 2 lb,$7.89,$4.29,45.67%,99,97,70,PRODUCE,FRUTAS,UVAS
9/12/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,98,38,24,PRODUCE,FRUTAS,CHINAS
9/15/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.51,49.61%,97,66,35,PRODUCE,FRUTAS,MANDARINAS
9/15/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,94,26,17,PRODUCE,FRUTAS,KIWI
9/14/2024,5129,,MANZANA ROJA lb,$1.49,$0.97,34.80%,94,61,38,PRODUCE,FRUTAS,MANZANAS
9/12/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,92,30,23,PRODUCE,FRUTAS,PAPAYA
9/15/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,89,30,17,PRODUCE,FRUTAS,PAPAYA
9/14/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,84,75,43,PRODUCE,FRUTAS,LIMONES
9/16/2024,71575620002,DRISCOLLS,DRISCOLLS STRAWBERRIES 16 oz,$6.99,$4.25,39.20%,83,77,55,PRODUCE,FRUTAS,STRAWBERRIES
9/11/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,82,18,13,PRODUCE,FRUTAS,KIWI
9/13/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,82,74,40,PRODUCE,FRUTAS,LIMONES
9/15/2024,5055,,CHINA NEBO lb,$2.29,$1.59,30.53%,78,33,16,PRODUCE,FRUTAS,CHINAS
9/15/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,77,30,19,PRODUCE,FRUTAS,CHINAS
9/11/2024,5065,,CIRUELAS lb,$2.09,$2.13,-1.83%,77,80,57,PRODUCE,FRUTAS,CIRUELAS
9/15/2024,9582921020,WELCHS,WELCHS UVAS ROJAS SIN SEMILLAS 2 lb,$7.89,$4.29,45.67%,76,72,42,PRODUCE,FRUTAS,UVAS
9/11/2024,9582921021,WELCHS,WELCHS UVAS BLANCAS SIN SEMILLAS 2 lb,$7.99,$4.31,46.03%,76,74,49,PRODUCE,FRUTAS,UVAS
9/12/2024,5129,,MANZANA ROJA lb,$1.49,$0.97,34.80%,75,53,42,PRODUCE,FRUTAS,MANZANAS
9/16/2024,5065,,CIRUELAS lb,$2.09,$2.13,-1.83%,75,60,43,PRODUCE,FRUTAS,CIRUELAS
9/17/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,74,59,29,PRODUCE,FRUTAS,LIMONES
9/12/2024,5055,,CHINA NEBO lb,$2.29,$1.59,30.53%,74,31,21,PRODUCE,FRUTAS,CHINAS
9/12/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,72,69,44,PRODUCE,FRUTAS,LIMONES
9/17/2024,5057,,CHINA VALENCIA lb,$1.89,$1.24,34.19%,72,29,20,PRODUCE,FRUTAS,CHINAS
9/14/2024,5120,,MANGO lb,$1.49,$0.87,41.83%,72,31,19,PRODUCE,FRUTAS,FRUTAS FRESCAS
9/17/2024,20523500000,,UVAS BLANCAS SIN SEMILLAS US lb,$3.59,$1.68,53.23%,71,81,48,PRODUCE,FRUTAS,UVAS
9/13/2024,5105,,KIWI ud,$0.69,$0.31,55.59%,69,18,14,PRODUCE,FRUTAS,KIWI
9/16/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,69,65,42,PRODUCE,FRUTAS,LIMONES
9/17/2024,5065,,CIRUELAS lb,$2.09,$2.13,-1.83%,69,60,47,PRODUCE,FRUTAS,CIRUELAS
9/12/2024,20513800000,,MELON EN MITADES PR lb,$0.99,$0.80,19.70%,68,18,10,PRODUCE,FRUTAS,MELON
9/15/2024,5120,,MANGO lb,$1.49,$0.87,41.83%,66,23,14,PRODUCE,FRUTAS,FRUTAS FRESCAS
9/11/2024,5166,,PAPAYA lb,$1.89,$1.29,31.97%,66,25,19,PRODUCE,FRUTAS,PAPAYA
9/17/2024,5129,,MANZANA ROJA lb,$1.49,$0.97,34.80%,64,54,37,PRODUCE,FRUTAS,MANZANAS
9/16/2024,5129,,MANZANA ROJA lb,$1.49,$0.97,34.80%,62,43,26,PRODUCE,FRUTAS,MANZANAS
9/15/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,61,5,3,PRODUCE,FRUTAS,MELON
9/17/2024,5139,,MELON ENTERO lb,$1.29,$0.88,31.78%,60,7,5,PRODUCE,FRUTAS,MELON
9/13/2024,5129,,MANZANA ROJA lb,$1.49,$0.97,34.80%,59,35,20,PRODUCE,FRUTAS,MANZANAS
9/15/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,59,56,34,PRODUCE,FRUTAS,LIMONES
9/16/2024,3338314600,PREMIUM CITRUS,PREMIUM CITRUS MANDARINAS MARUECO 2 lb,$5.39,$3.67,31.97%,58,50,29,PRODUCE,FRUTAS,MANDARINAS
9/16/2024,5231,,TORONJA ROSADA lb,$1.99,$1.25,37.19%,57,26,13,PRODUCE,FRUTAS,TORONJAS
9/12/2024,9582921020,WELCHS,WELCHS UVAS ROJAS SIN SEMILLAS 2 lb,$7.89,$4.29,45.67%,57,56,39,PRODUCE,FRUTAS,UVAS
9/13/2024,5055,,CHINA NEBO lb,$2.29,$1.59,30.53%,56,29,18,PRODUCE,FRUTAS,CHINAS
9/17/2024,9582921020,WELCHS,WELCHS UVAS ROJAS SIN SEMILLAS 2 lb,$7.89,$4.29,45.67%,56,53,43,PRODUCE,FRUTAS,UVAS
9/11/2024,5129,,MANZANA ROJA lb,$1.49,$0.97,34.80%,54,45,31,PRODUCE,FRUTAS,MANZANAS
9/11/2024,5110,,LIMONES AMARILLOS lb,$1.69,$1.30,23.34%,53,54,34,PRODUCE,FRUTAS,LIMONES
9/14/2024,5065,,CIRUELAS lb,$2.09,$2.13,-1.83%,53,52,32,PRODUCE,FRUTAS,CIRUELAS
9/14/2024,20523500000,,UVAS BLANCAS SIN SEMILLAS US lb,$3.59,$1.68,53.23%,51,55,29,PRODUCE,FRUTAS,UVAS
9/16/2024,3338330052,,PERA VERDE US 3 lb,$4.99,$3.08,38.21%,51,50,34,PRODUCE,FRUTAS,PERAS
9/14/2024,3338330052,,PERA VERDE US 3 lb,$4.99,$3.08,38.21%,50,49,34,PRODUCE,FRUTAS,PERAS
9/17/2024,85398700467,,LIMONES VERDES 2 lb,$3.69,$2.07,43.81%,50,48,32,PRODUCE,FRUTAS,LIMONES
9/16/2024,5119,,CHINAS MANDARINAS lb,$2.99,$1.51,49.61%,49,34,21,PRODUCE,FRUTAS,MANDARINAS
9/12/2024,20523500000,,UVAS BLANCAS SIN SEMILLAS US lb,$3.59,$1.68,53.23%,49,48,28,PRODUCE,FRUTAS,UVAS
9/17/2024,20523300000,,UVAS ROJAS CHILE lb,$2.99,$2.02,32.50%,48,45,19,PRODUCE,FRUTAS,UVAS
9/12/2024,20513100000,,MELON REBANADO PR lb,$0.99,$0.67,32.57%,47,34,23,PRODUCE,FRUTAS,MELON
9/14/2024,5134,,MELOCOTON lb,$2.49,$2.74,-9.91%,47,30,16,PRODUCE,FRUTAS,MELOCOTON
9/11/2024,20513100000,,MELON REBANADO PR lb,$0.99,$0.67,32.57%,47,34,23,PRODUCE,FRUTAS,MELON
9/17/2024,3338330052,,PERA VERDE US 3 lb,$4.99,$3.08,38.21%,46,46,32,PRODUCE,FRUTAS,PERAS
