Date,UPC,Brand,Description,Unit Price,Unit Cost,Regular Margin%,Units Sold,Distinct Trans. Count,Trans by Customers,Department,SubDpto,Category
9/25/2024,19816831442,GRECO,GRECO MATINAS GALLETAS VAINILLA ud,$1.50,$1.14,23.75%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,19816831442,GRECO,GRECO MATINAS GALLETAS VAINILLA ud,$1.50,$1.14,23.75%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/27/2024,19816831442,GRECO,GRECO MATINAS GALLETAS VAINILLA ud,$1.50,$1.14,23.75%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
10/1/2024,19816831442,GRECO,GRECO MATINAS GALLETAS VAINILLA ud,$1.50,$1.14,23.75%,2,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,79513004089,GULLON,GULLON CHOCO CHIP GLUTEN FREE NSA 4.59 oz,$3.89,$2.46,36.76%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513004089,GULLON,GULLON CHOCO CHIP GLUTEN FREE NSA 4.59 oz,$3.89,$2.46,36.76%,3,3,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513004089,GULLON,GULLON CHOCO CHIP GLUTEN FREE NSA 4.59 oz,$3.89,$2.46,36.76%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004089,GULLON,GULLON CHOCO CHIP GLUTEN FREE NSA 4.59 oz,$3.89,$2.46,36.76%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004330,GULLON,GULLON CINNAMON CRISPS 8.8 oz,$2.19,$1.54,29.68%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/27/2024,79513004330,GULLON,GULLON CINNAMON CRISPS 8.8 oz,$2.19,$1.54,29.68%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/29/2024,79513004330,GULLON,GULLON CINNAMON CRISPS 8.8 oz,$2.19,$1.54,29.68%,3,3,3,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/30/2024,79513004330,GULLON,GULLON CINNAMON CRISPS 8.8 oz,$2.19,$1.54,29.68%,3,3,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
10/1/2024,79513004330,GULLON,GULLON CINNAMON CRISPS 8.8 oz,$2.19,$1.54,29.68%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,79513004501,GULLON,GULLON CRACKERS GLUTEN FREE 7.05 oz,$3.59,$2.46,31.48%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,8410376017359,GULLON,GULLON GLUTEN FREE VANILLA 7 oz,$4.79,$3.30,31.11%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,8410376017359,GULLON,GULLON GLUTEN FREE VANILLA 7 oz,$4.79,$3.30,31.11%,2,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,8410376017359,GULLON,GULLON GLUTEN FREE VANILLA 7 oz,$4.79,$3.30,31.11%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,8410376036169,GULLON,GULLON MARIA GLUTEN FREE 13.4 oz,$4.79,$3.30,31.11%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,7,7,6,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,3,3,3,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513002258,GULLON,GULLON MARIA SUGAR FEE TWIN 14.1 oz,$3.79,$2.60,31.40%,5,5,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513000818,GULLON,GULLON MARIA SUGAR FREE 7.05 oz,$1.99,$1.40,29.65%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513000818,GULLON,GULLON MARIA SUGAR FREE 7.05 oz,$1.99,$1.40,29.65%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513000818,GULLON,GULLON MARIA SUGAR FREE 7.05 oz,$1.99,$1.40,29.65%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513000818,GULLON,GULLON MARIA SUGAR FREE 7.05 oz,$1.99,$1.40,29.65%,4,3,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513000818,GULLON,GULLON MARIA SUGAR FREE 7.05 oz,$1.99,$1.40,29.65%,4,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513000818,GULLON,GULLON MARIA SUGAR FREE 7.05 oz,$1.99,$1.40,29.65%,2,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,2,2,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,5,4,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004645,GULLON,GULLON NSA BREAKFAST BISCUIT 7.62 oz,$3.89,$2.71,30.33%,3,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,8,8,6,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,4,4,3,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004646,GULLON,GULLON NSA BREAKFAST BISCUIT YOGURT 7.76 oz,$3.89,$2.71,30.33%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513004191,GULLON,GULLON NSA CHOCO SANDWICH 9 oz,$3.89,$2.71,30.33%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004191,GULLON,GULLON NSA CHOCO SANDWICH 9 oz,$3.89,$2.71,30.33%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513004191,GULLON,GULLON NSA CHOCO SANDWICH 9 oz,$3.89,$2.71,30.33%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513004647,GULLON,GULLON NSA TWINS SANDWICH 7.4 oz,$3.89,$2.71,30.33%,7,5,3,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004647,GULLON,GULLON NSA TWINS SANDWICH 7.4 oz,$3.89,$2.71,30.33%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513004647,GULLON,GULLON NSA TWINS SANDWICH 7.4 oz,$3.89,$2.71,30.33%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513004647,GULLON,GULLON NSA TWINS SANDWICH 7.4 oz,$3.89,$2.71,30.33%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513004647,GULLON,GULLON NSA TWINS SANDWICH 7.4 oz,$3.89,$2.71,30.33%,4,4,3,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004647,GULLON,GULLON NSA TWINS SANDWICH 7.4 oz,$3.89,$2.71,30.33%,8,6,4,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513002417,GULLON,GULLON SHORTBREAD SUGAR FREE 11.63 oz,$4.29,$3.02,29.60%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513002417,GULLON,GULLON SHORTBREAD SUGAR FREE 11.63 oz,$4.29,$3.02,29.60%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513002417,GULLON,GULLON SHORTBREAD SUGAR FREE 11.63 oz,$4.29,$3.02,29.60%,3,3,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513002417,GULLON,GULLON SHORTBREAD SUGAR FREE 11.63 oz,$4.29,$3.02,29.60%,5,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,3,3,3,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,5,5,4,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,4,4,4,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,8,5,5,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513002260,GULLON,GULLON SOCIAL BISCUITS SUGAR FREE 6 oz,$2.69,$1.89,29.74%,5,4,4,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004635,GULLON,GULLON VITALDAY BREAKFAST CHOCOLATE CRUNCH BISCUIT 7.76 oz,$3.79,$2.60,31.40%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513004635,GULLON,GULLON VITALDAY BREAKFAST CHOCOLATE CRUNCH BISCUIT 7.76 oz,$3.79,$2.60,31.40%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004635,GULLON,GULLON VITALDAY BREAKFAST CHOCOLATE CRUNCH BISCUIT 7.76 oz,$3.79,$2.60,31.40%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004634,GULLON,GULLON VITALDAY YOGURT 7.76 oz,$3.79,$2.60,31.40%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513004634,GULLON,GULLON VITALDAY YOGURT 7.76 oz,$3.79,$2.60,31.40%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513004634,GULLON,GULLON VITALDAY YOGURT 7.76 oz,$3.79,$2.60,31.40%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004634,GULLON,GULLON VITALDAY YOGURT 7.76 oz,$3.79,$2.60,31.40%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,6,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/26/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,1,1,,GROCERY FOOD,GALLETAS,DIET COOKIES
9/28/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,2,2,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/29/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,3,3,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/30/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004175,GULLON,GULLON WAFER CHOCO SUGAR FREE 6.34 oz,$3.29,$2.38,27.66%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,79513004176,GULLON,GULLON WAFFER CHOCOLATE SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,4,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513004176,GULLON,GULLON WAFFER CHOCOLATE SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,5,3,3,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513004176,GULLON,GULLON WAFFER CHOCOLATE SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,2,2,2,GROCERY FOOD,GALLETAS,DIET COOKIES
9/27/2024,79513002255,GULLON,GULLON WAFFER VAINILLA SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,2,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
10/1/2024,79513002255,GULLON,GULLON WAFFER VAINILLA SUGAR FREE 2.11 oz,$1.25,$0.82,34.40%,1,1,1,GROCERY FOOD,GALLETAS,DIET COOKIES
9/25/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,6,6,4,GROCERY FOOD,GALLETAS,EXPORT SODA
9/26/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,3,3,3,GROCERY FOOD,GALLETAS,EXPORT SODA
9/27/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,7,7,5,GROCERY FOOD,GALLETAS,EXPORT SODA
9/28/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,6,5,5,GROCERY FOOD,GALLETAS,EXPORT SODA
9/29/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,1,1,1,GROCERY FOOD,GALLETAS,EXPORT SODA
9/30/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,2,2,2,GROCERY FOOD,GALLETAS,EXPORT SODA
10/1/2024,7467581603281,HATUEY,HATUEY EXPORT SODA 28.04 oz,$5.99,$4.14,30.83%,3,3,3,GROCERY FOOD,GALLETAS,EXPORT SODA
9/25/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,4,3,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,6,3,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/27/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,3,3,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/28/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,8,6,3,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/29/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,8,8,7,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/30/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,9,9,7,GROCERY FOOD,GALLETAS,GALLETAS DULCES
10/1/2024,7121400554,HOLSUM,HOLSUM COCONUT COOKIES 8 oz,$3.19,$2.22,30.46%,5,4,4,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/27/2024,81002343125,HOLSUM,HOLSUM DELIGHTS CHOCO CHIP 13.5 oz,$3.99,$2.72,31.91%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/30/2024,81002343125,HOLSUM,HOLSUM DELIGHTS CHOCO CHIP 13.5 oz,$3.99,$2.72,31.91%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/25/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/28/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/29/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/30/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,1,1,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
10/1/2024,81002343124,HOLSUM,HOLSUM DELIGHTS COCO 14 oz,$3.99,$2.72,31.91%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/25/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,3,3,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/26/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,3,2,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/27/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,5,5,4,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/28/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/29/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/30/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,3,3,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
10/1/2024,81002343089,HOLSUM,HOLSUM DELIGHTS ICED OATMEAL 12 oz,$3.99,$2.70,32.33%,2,2,1,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/25/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,15,15,10,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,15,15,11,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/27/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,15,14,8,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/28/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,13,13,7,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/29/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,5,5,4,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/30/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,18,17,12,GROCERY FOOD,GALLETAS,GALLETAS DULCES
10/1/2024,81002343102,HOLSUM,HOLSUM DELIGHTS LA OVALADA 16 oz,$3.99,$2.81,29.56%,13,10,8,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,81002343090,HOLSUM,HOLSUM DELIGHTS OATMEAL 12 oz,$3.99,$2.70,32.33%,1,1,,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/27/2024,81002343090,HOLSUM,HOLSUM DELIGHTS OATMEAL 12 oz,$3.99,$2.70,32.33%,3,2,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/28/2024,81002343090,HOLSUM,HOLSUM DELIGHTS OATMEAL 12 oz,$3.99,$2.70,32.33%,3,3,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/29/2024,81002343090,HOLSUM,HOLSUM DELIGHTS OATMEAL 12 oz,$3.99,$2.70,32.33%,2,2,2,GROCERY FOOD,GALLETAS,GALLETAS AVENA
9/25/2024,2296100104,HOLSUM,HOLSUM GALLETAS DE CASCO 10 oz,$3.49,$2.47,29.16%,5,4,3,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/26/2024,2296100104,HOLSUM,HOLSUM GALLETAS DE CASCO 10 oz,$3.49,$2.47,29.16%,3,3,3,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/28/2024,2296100104,HOLSUM,HOLSUM GALLETAS DE CASCO 10 oz,$3.49,$2.47,29.16%,5,5,4,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/29/2024,2296100104,HOLSUM,HOLSUM GALLETAS DE CASCO 10 oz,$3.49,$2.47,29.16%,2,1,,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/30/2024,2296100104,HOLSUM,HOLSUM GALLETAS DE CASCO 10 oz,$3.49,$2.47,29.16%,7,6,5,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
10/1/2024,2296100104,HOLSUM,HOLSUM GALLETAS DE CASCO 10 oz,$3.49,$2.47,29.16%,5,5,3,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/25/2024,2296100103,HOLSUM,HOLSUM GALLETAS DE CASCO PEQ 2.75 oz,$1.59,$1.15,27.87%,8,6,5,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/27/2024,2296100103,HOLSUM,HOLSUM GALLETAS DE CASCO PEQ 2.75 oz,$1.59,$1.15,27.87%,7,3,2,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/28/2024,2296100103,HOLSUM,HOLSUM GALLETAS DE CASCO PEQ 2.75 oz,$1.59,$1.15,27.87%,4,2,1,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/29/2024,2296100103,HOLSUM,HOLSUM GALLETAS DE CASCO PEQ 2.75 oz,$1.59,$1.15,27.87%,3,1,1,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/30/2024,2296100103,HOLSUM,HOLSUM GALLETAS DE CASCO PEQ 2.75 oz,$1.59,$1.15,27.87%,10,6,6,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
10/1/2024,2296100103,HOLSUM,HOLSUM GALLETAS DE CASCO PEQ 2.75 oz,$1.59,$1.15,27.87%,4,2,2,GROCERY FOOD,GALLETAS,GALLETAS DE CASCO
9/25/2024,7121400506,HOLSUM,HOLSUM ICED GEM 3.5 oz,$2.29,$1.47,35.97%,3,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/26/2024,7121400506,HOLSUM,HOLSUM ICED GEM 3.5 oz,$2.29,$1.47,35.97%,4,3,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/27/2024,7121400506,HOLSUM,HOLSUM ICED GEM 3.5 oz,$2.29,$1.47,35.97%,4,3,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/28/2024,7121400506,HOLSUM,HOLSUM ICED GEM 3.5 oz,$2.29,$1.47,35.97%,5,2,1,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/30/2024,7121400506,HOLSUM,HOLSUM ICED GEM 3.5 oz,$2.29,$1.47,35.97%,7,4,3,GROCERY FOOD,GALLETAS,GALLETAS DULCES
10/1/2024,7121400506,HOLSUM,HOLSUM ICED GEM 3.5 oz,$2.29,$1.47,35.97%,6,5,2,GROCERY FOOD,GALLETAS,GALLETAS DULCES
9/25/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,6,5,4,GROCERY FOOD,GALLETAS,WAFFERS
9/26/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,8,7,3,GROCERY FOOD,GALLETAS,WAFFERS
9/27/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/28/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,7,7,5,GROCERY FOOD,GALLETAS,WAFFERS
9/29/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,5,4,3,GROCERY FOOD,GALLETAS,WAFFERS
9/30/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,6,6,4,GROCERY FOOD,GALLETAS,WAFFERS
10/1/2024,7121400602,HOLSUM,HOLSUM VAINILLA WAFERS 10.5 oz,$3.19,$2.22,30.46%,2,2,2,GROCERY FOOD,GALLETAS,WAFFERS
9/25/2024,2296100108,HOLSUM,HOLSUM WHOLE WHEAT CRAKERS 2.75 oz,$1.59,$1.15,27.87%,3,2,2,GROCERY FOOD,GALLETAS,GALLETAS INTEGRALES
9/25/2024,4400000463,HONEY MAID,HONEY MAID GRAHAM CRACKERS 14.4 oz,$4.59,$3.39,26.11%,4,2,,GROCERY FOOD,GALLETAS,GALLETAS DULCES
